pk_dt_abertura,data,ano,mes,nu_mes
5827,17/10/2006,2006,OUT,10
3887,24/08/2009,2009,AGO,8
5830,12/05/2003,2003,MAI,5
4548,06/07/1983,1983,JUL,7
11469,15/08/1979,1979,AGO,8
14879,13/11/1989,1989,NOV,11
11467,09/02/1978,1978,FEV,2
2566,25/06/2007,2007,JUN,6
10625,18/01/1982,1982,JAN,1
8872,04/08/2008,2008,AGO,8
742,09/01/2004,2004,JAN,1
13694,14/10/1991,1991,OUT,10
15071,21/05/2011,2011,MAI,5
2138,26/04/2010,2010,ABR,4
9233,28/08/1996,1996,AGO,8
5376,24/11/2010,2010,NOV,11
1739,03/09/1996,1996,SET,9
5847,03/08/2001,2001,AGO,8
9417,12/08/1980,1980,AGO,8
5409,11/10/2007,2007,OUT,10
5852,16/05/1988,1988,MAI,5
261,18/05/2010,2010,MAI,5
10692,30/07/1987,1987,JUL,7
2366,06/04/2011,2011,ABR,4
5418,27/05/2008,2008,MAI,5
5482,12/03/1991,1991,MAR,3
5861,06/11/1987,1987,NOV,11
5863,27/12/2007,2007,DEZ,12
5865,21/05/1992,1992,MAI,5
10215,21/12/2007,2007,DEZ,12
2182,31/10/1977,1977,OUT,10
14591,09/04/1970,1970,ABR,4
5870,19/11/1997,1997,NOV,11
15038,03/02/1972,1972,FEV,2
12756,13/08/2009,2009,AGO,8
5558,19/12/2005,2005,DEZ,12
5876,07/11/1991,1991,NOV,11
5878,06/05/2005,2005,MAI,5
5564,06/04/2001,2001,ABR,4
5882,03/03/2006,2006,MAR,3
5573,06/07/2012,2012,JUL,7
5124,30/05/2011,2011,MAI,5
5887,10/02/1998,1998,FEV,2
2500,17/06/2004,2004,JUN,6
5890,29/12/2004,2004,DEZ,12
5892,27/12/1985,1985,DEZ,12
13930,28/04/1995,1995,ABR,4
10131,30/11/1979,1979,NOV,11
5896,26/12/1989,1989,DEZ,12
5898,16/12/1986,1986,DEZ,12
5900,07/03/1997,1997,MAR,3
5902,14/05/1986,1986,MAI,5
5904,06/08/1997,1997,AGO,8
5906,22/09/1977,1977,SET,9
5908,11/11/2005,2005,NOV,11
2047,07/01/2011,2011,JAN,1
10158,09/06/2005,2005,JUN,6
5653,31/05/2000,2000,MAI,5
10611,08/11/1983,1983,NOV,11
5915,27/03/2001,2001,MAR,3
2029,05/10/2012,2012,OUT,10
5918,13/10/2012,2012,OUT,10
13682,09/03/1977,1977,MAR,3
14927,28/04/2005,2005,ABR,4
11876,17/03/2000,2000,MAR,3
4516,27/04/2011,2011,ABR,4
9293,16/09/1999,1999,SET,9
11853,10/12/1999,1999,DEZ,12
5275,07/03/2003,2003,MAR,3
2316,07/02/2012,2012,FEV,2
13525,15/04/2003,2003,ABR,4
13758,16/09/2006,2006,SET,9
5930,27/01/2005,2005,JAN,1
15025,04/04/1979,1979,ABR,4
5689,29/07/2011,2011,JUL,7
15066,29/11/2007,2007,NOV,11
14538,26/09/2001,2001,SET,9
5937,26/04/1985,1985,ABR,4
10419,08/09/1986,1986,SET,9
6543,06/09/1995,1995,SET,9
5941,27/04/2006,2006,ABR,4
5943,27/02/1984,1984,FEV,2
5748,03/05/2010,2010,MAI,5
3782,14/04/2008,2008,ABR,4
5533,19/05/2011,2011,MAI,5
10113,17/09/2008,2008,SET,9
11449,05/09/2011,2011,SET,9
4206,30/10/2009,2009,OUT,10
5952,05/05/1997,1997,MAI,5
5954,02/06/1999,1999,JUN,6
5850,20/12/2004,2004,DEZ,12
5958,01/10/1996,1996,OUT,10
5960,18/04/1996,1996,ABR,4
13939,08/02/1974,1974,FEV,2
14447,27/09/1996,1996,SET,9
11320,27/09/1967,1967,SET,9
4060,16/10/2009,2009,OUT,10
14736,15/05/1997,1997,MAI,5
9320,03/08/1981,1981,AGO,8
5968,08/03/2012,2012,MAR,3
5912,29/12/2009,2009,DEZ,12
13324,20/06/1996,1996,JUN,6
5972,24/11/1993,1993,NOV,11
5974,25/07/1988,1988,JUL,7
5976,19/03/2008,2008,MAR,3
5978,21/11/2010,2010,NOV,11
5980,22/10/2004,2004,OUT,10
13475,05/05/1988,1988,MAI,5
14561,24/04/1985,1985,ABR,4
1407,25/06/2001,2001,JUN,6
5985,24/05/1993,1993,MAI,5
5987,17/05/2012,2012,MAI,5
8818,28/07/2005,2005,JUL,7
5466,11/02/2011,2011,FEV,2
6119,08/08/1997,1997,AGO,8
5993,07/12/1999,1999,DEZ,12
5995,26/11/2007,2007,NOV,11
13299,14/12/1989,1989,DEZ,12
5998,21/01/2003,2003,JAN,1
6000,16/10/1974,1974,OUT,10
2168,12/05/2009,2009,MAI,5
11177,10/08/1982,1982,AGO,8
6004,12/06/2009,2009,JUN,6
6006,04/04/2000,2000,ABR,4
922,16/06/2009,2009,JUN,6
12872,18/04/1985,1985,ABR,4
6010,11/01/2012,2012,JAN,1
4544,25/07/1996,1996,JUL,7
3734,14/06/2011,2011,JUN,6
12793,13/12/1982,1982,DEZ,12
6209,22/06/2006,2006,JUN,6
6185,16/08/1966,1966,AGO,8
6018,16/12/1982,1982,DEZ,12
6020,13/05/2011,2011,MAI,5
6022,09/10/1992,1992,OUT,10
846,28/10/2010,2010,OUT,10
6025,09/08/2011,2011,AGO,8
14340,18/05/2000,2000,MAI,5
559,17/04/2012,2012,ABR,4
3399,25/02/1994,1994,FEV,2
6277,16/05/2003,2003,MAI,5
6032,30/04/2008,2008,ABR,4
6034,14/01/1985,1985,JAN,1
6302,02/11/2011,2011,NOV,11
6038,26/09/2002,2002,SET,9
6040,29/09/1998,1998,SET,9
131,21/06/2010,2010,JUN,6
6043,21/05/1981,1981,MAI,5
5054,29/07/1985,1985,JUL,7
6046,30/07/2004,2004,JUL,7
6048,10/11/2000,2000,NOV,11
6338,19/12/2006,2006,DEZ,12
4076,09/06/2003,2003,JUN,6
6341,01/09/1989,1989,SET,9
6055,02/10/2006,2006,OUT,10
11895,23/05/1996,1996,MAI,5
11229,29/03/1995,1995,MAR,3
13499,12/11/2001,2001,NOV,11
5169,04/07/2011,2011,JUL,7
6353,09/11/1992,1992,NOV,11
6063,05/01/1993,1993,JAN,1
6065,12/03/2004,2004,MAR,3
6067,28/09/2005,2005,SET,9
6069,21/11/2000,2000,NOV,11
8592,29/12/2008,2008,DEZ,12
6072,01/01/1942,1942,JAN,1
6074,03/07/1992,1992,JUL,7
13494,29/01/1980,1980,JAN,1
4289,19/10/2011,2011,OUT,10
6078,03/03/1971,1971,MAR,3
6080,08/05/1996,1996,MAI,5
6082,05/03/2001,2001,MAR,3
10474,17/05/2000,2000,MAI,5
10147,12/04/1978,1978,ABR,4
6086,09/09/2004,2004,SET,9
279,17/08/2011,2011,AGO,8
4313,30/11/2000,2000,NOV,11
1687,27/03/1996,1996,MAR,3
6091,04/10/1995,1995,OUT,10
6093,10/03/1980,1980,MAR,3
4644,26/04/1991,1991,ABR,4
6096,01/10/2011,2011,OUT,10
6098,28/04/1994,1994,ABR,4
9589,08/04/1983,1983,ABR,4
6101,09/12/2004,2004,DEZ,12
13968,20/08/2004,2004,AGO,8
12523,22/01/1971,1971,JAN,1
6105,26/03/2011,2011,MAR,3
6107,25/07/2003,2003,JUL,7
6109,07/06/1991,1991,JUN,6
3495,20/08/2010,2010,AGO,8
13643,29/07/1999,1999,JUL,7
6113,04/03/2005,2005,MAR,3
6924,02/07/2007,2007,JUL,7
590,10/12/1996,1996,DEZ,12
6117,19/08/1997,1997,AGO,8
6508,10/10/2006,2006,OUT,10
6121,17/01/1978,1978,JAN,1
6123,07/08/2007,2007,AGO,8
6125,12/08/2005,2005,AGO,8
2372,21/01/2005,2005,JAN,1
11239,23/08/2006,2006,AGO,8
6129,23/10/1972,1972,OUT,10
6131,28/08/1998,1998,AGO,8
6133,17/10/1984,1984,OUT,10
10980,08/06/2009,2009,JUN,6
6136,11/03/1999,1999,MAR,3
2031,04/10/2012,2012,OUT,10
4261,09/08/2010,2010,AGO,8
12575,02/05/1989,1989,MAI,5
6141,14/11/2003,2003,NOV,11
6678,09/09/2009,2009,SET,9
6696,11/02/1981,1981,FEV,2
9559,04/04/1972,1972,ABR,4
6148,24/04/2006,2006,ABR,4
6780,05/12/2000,2000,DEZ,12
5334,29/01/1998,1998,JAN,1
6153,09/01/1990,1990,JAN,1
6796,03/05/2011,2011,MAI,5
6157,18/03/2002,2002,MAR,3
13579,16/07/2001,2001,JUL,7
6840,01/06/2005,2005,JUN,6
4247,05/04/2011,2011,ABR,4
6163,27/08/2007,2007,AGO,8
6882,19/05/2004,2004,MAI,5
6167,30/05/2005,2005,MAI,5
6951,04/07/1991,1991,JUL,7
6171,08/10/1986,1986,OUT,10
6969,16/01/2009,2009,JAN,1
1703,10/10/1991,1991,OUT,10
15047,11/09/2012,2012,SET,9
6989,18/12/2009,2009,DEZ,12
6179,08/10/1975,1975,OUT,10
6181,13/11/1990,1990,NOV,11
7049,03/11/1993,1993,NOV,11
7082,10/04/1989,1989,ABR,4
6187,05/10/1983,1983,OUT,10
6189,24/05/1995,1995,MAI,5
12413,23/08/1977,1977,AGO,8
6192,01/12/1993,1993,DEZ,12
6194,22/06/1977,1977,JUN,6
6196,05/01/2000,2000,JAN,1
15251,22/10/1985,1985,OUT,10
6199,20/02/2001,2001,FEV,2
9231,01/10/1985,1985,OUT,10
6202,28/03/1988,1988,MAR,3
11787,13/09/1983,1983,SET,9
10896,15/12/1986,1986,DEZ,12
4950,23/06/1997,1997,JUN,6
7211,31/08/2006,2006,AGO,8
7229,21/11/2008,2008,NOV,11
7240,26/09/2006,2006,SET,9
12005,02/06/2000,2000,JUN,6
6214,03/07/2009,2009,JUL,7
12446,28/10/1983,1983,OUT,10
6217,15/04/2011,2011,ABR,4
13648,14/01/2000,2000,JAN,1
6220,14/01/2012,2012,JAN,1
11028,16/02/1992,1992,FEV,2
14071,14/09/2005,2005,SET,9
7284,13/02/2011,2011,FEV,2
5446,20/02/2009,2009,FEV,2
5414,12/08/2011,2011,AGO,8
6228,17/09/2007,2007,SET,9
6230,26/12/2006,2006,DEZ,12
9534,28/02/2007,2007,FEV,2
6233,27/03/2007,2007,MAR,3
9561,26/09/1977,1977,SET,9
6236,29/08/1977,1977,AGO,8
3877,04/03/1999,1999,MAR,3
7389,30/08/2001,2001,AGO,8
6241,22/11/1985,1985,NOV,11
6243,07/05/2004,2004,MAI,5
7436,03/01/2011,2011,JAN,1
6247,15/05/1990,1990,MAI,5
6249,17/09/1990,1990,SET,9
15183,28/10/1993,1993,OUT,10
6252,04/05/2009,2009,MAI,5
6254,16/08/1993,1993,AGO,8
12209,03/09/1968,1968,SET,9
6257,16/11/1967,1967,NOV,11
6259,30/09/1998,1998,SET,9
14185,30/09/1970,1970,SET,9
6262,13/03/2001,2001,MAR,3
6264,28/02/2001,2001,FEV,2
6266,15/06/1989,1989,JUN,6
12617,25/11/1994,1994,NOV,11
2306,08/04/2008,2008,ABR,4
6270,02/04/2001,2001,ABR,4
7504,20/07/2004,2004,JUL,7
10871,13/04/1993,1993,ABR,4
7535,02/04/2008,2008,ABR,4
7588,05/04/1993,1993,ABR,4
9347,19/07/1988,1988,JUL,7
6280,10/08/1999,1999,AGO,8
10826,28/10/2009,2009,OUT,10
6283,13/04/2005,2005,ABR,4
6285,19/06/2002,2002,JUN,6
5717,22/07/1987,1987,JUL,7
1059,13/09/2011,2011,SET,9
10939,04/03/1996,1996,MAR,3
6290,05/09/2001,2001,SET,9
6292,13/05/1994,1994,MAI,5
6294,03/11/2010,2010,NOV,11
7671,04/03/2012,2012,MAR,3
7723,31/03/2000,2000,MAR,3
6300,01/10/2001,2001,OUT,10
7739,15/02/2011,2011,FEV,2
6304,07/01/2010,2010,JAN,1
12992,24/05/2006,2006,MAI,5
7756,15/04/2008,2008,ABR,4
6309,13/07/1993,1993,JUL,7
13564,17/10/2002,2002,OUT,10
7793,30/01/1997,1997,JAN,1
2981,07/05/1993,1993,MAI,5
11599,27/11/2007,2007,NOV,11
6316,10/09/1987,1987,SET,9
11531,22/08/2003,2003,AGO,8
9485,16/11/2007,2007,NOV,11
10451,25/08/1994,1994,AGO,8
6321,15/05/2008,2008,MAI,5
7939,11/09/1998,1998,SET,9
705,13/09/2012,2012,SET,9
7943,24/09/2007,2007,SET,9
12599,16/08/2000,2000,AGO,8
10476,22/01/2008,2008,JAN,1
6330,17/05/1983,1983,MAI,5
6332,17/08/1994,1994,AGO,8
6334,24/05/1989,1989,MAI,5
6336,06/12/1982,1982,DEZ,12
8058,27/03/2008,2008,MAR,3
3190,16/04/2008,2008,ABR,4
8147,22/07/1993,1993,JUL,7
15143,03/03/1986,1986,MAR,3
14058,28/12/2006,2006,DEZ,12
6345,12/05/1982,1982,MAI,5
6347,20/06/2011,2011,JUN,6
8297,29/11/1991,1991,NOV,11
9839,21/06/1988,1988,JUN,6
805,22/07/2003,2003,JUL,7
8308,11/07/1996,1996,JUL,7
4174,10/03/2010,2010,MAR,3
6356,21/10/1984,1984,OUT,10
2858,27/06/2011,2011,JUN,6
9521,18/04/2000,2000,ABR,4
8337,20/06/1990,1990,JUN,6
6362,06/10/1989,1989,OUT,10
3751,04/08/2011,2011,AGO,8
1921,14/05/2012,2012,MAI,5
6366,07/10/1997,1997,OUT,10
11933,28/02/1991,1991,FEV,2
3126,02/03/2010,2010,MAR,3
13826,01/03/1990,1990,MAR,3
8430,05/12/1996,1996,DEZ,12
4684,18/02/2008,2008,FEV,2
3780,07/07/2009,2009,JUL,7
6375,20/10/2005,2005,OUT,10
1536,03/11/2006,2006,NOV,11
6378,18/06/2011,2011,JUN,6
12735,21/03/2003,2003,MAR,3
6381,05/09/1997,1997,SET,9
12068,02/03/2005,2005,MAR,3
6384,25/09/2007,2007,SET,9
8486,17/05/2010,2010,MAI,5
6388,24/05/2000,2000,MAI,5
8517,04/03/1994,1994,MAR,3
6392,04/06/1996,1996,JUN,6
5621,23/05/2011,2011,MAI,5
6395,08/05/1995,1995,MAI,5
4342,11/11/1998,1998,NOV,11
6398,04/09/1995,1995,SET,9
6400,01/11/1995,1995,NOV,11
6402,20/01/2000,2000,JAN,1
6404,05/05/2005,2005,MAI,5
8708,22/04/1999,1999,ABR,4
5880,08/12/2003,2003,DEZ,12
6409,15/11/2010,2010,NOV,11
6411,08/04/1992,1992,ABR,4
14006,04/01/1993,1993,JAN,1
14902,11/12/1995,1995,DEZ,12
6415,11/03/2012,2012,MAR,3
8739,17/10/1975,1975,OUT,10
1741,29/05/2007,2007,MAI,5
12678,04/01/2001,2001,JAN,1
14043,29/01/1979,1979,JAN,1
6422,05/06/1990,1990,JUN,6
6424,30/08/1989,1989,AGO,8
6426,03/06/2002,2002,JUN,6
8770,09/03/1999,1999,MAR,3
10707,09/06/1989,1989,JUN,6
11790,07/02/1984,1984,FEV,2
629,31/01/1996,1996,JAN,1
6433,08/02/2001,2001,FEV,2
12268,01/11/1992,1992,NOV,11
8791,16/10/1997,1997,OUT,10
6438,06/08/1981,1981,AGO,8
14954,29/05/1978,1978,MAI,5
6441,13/07/2012,2012,JUL,7
4542,25/05/2006,2006,MAI,5
8807,13/06/2005,2005,JUN,6
61,30/09/1997,1997,SET,9
6447,28/03/2001,2001,MAR,3
12704,23/08/1989,1989,AGO,8
6450,12/11/2010,2010,NOV,11
14775,05/11/2009,2009,NOV,11
6453,02/08/2002,2002,AGO,8
6455,14/06/1989,1989,JUN,6
6457,14/02/2002,2002,FEV,2
8829,05/05/2003,2003,MAI,5
5431,18/08/1989,1989,AGO,8
6462,06/04/1987,1987,ABR,4
5768,13/07/1995,1995,JUL,7
6465,05/01/1994,1994,JAN,1
6467,15/08/1989,1989,AGO,8
7108,19/05/1998,1998,MAI,5
6275,26/03/2010,2010,MAR,3
8835,05/11/1999,1999,NOV,11
8841,13/04/2000,2000,ABR,4
6475,08/02/1991,1991,FEV,2
3978,25/08/2006,2006,AGO,8
6478,01/11/2007,2007,NOV,11
12557,20/03/1998,1998,MAR,3
3292,04/07/2006,2006,JUL,7
6482,15/05/2000,2000,MAI,5
8847,03/12/2004,2004,DEZ,12
5135,20/01/1997,1997,JAN,1
13201,14/01/1982,1982,JAN,1
6488,13/07/1978,1978,JUL,7
8862,04/06/2008,2008,JUN,6
5810,04/08/2009,2009,AGO,8
6493,29/01/1999,1999,JAN,1
12281,17/11/1981,1981,NOV,11
4427,11/12/2002,2002,DEZ,12
3862,16/03/1999,1999,MAR,3
565,13/04/2012,2012,ABR,4
6499,30/03/2010,2010,MAR,3
12411,03/11/1992,1992,NOV,11
6502,18/08/2006,2006,AGO,8
8874,14/06/2006,2006,JUN,6
3184,01/12/2010,2010,DEZ,12
762,16/02/2007,2007,FEV,2
8890,23/04/1990,1990,ABR,4
5592,09/10/1991,1991,OUT,10
11172,30/09/1968,1968,SET,9
6512,13/07/1989,1989,JUL,7
14540,30/03/1992,1992,MAR,3
6515,14/06/2005,2005,JUN,6
6517,13/09/2002,2002,SET,9
6519,13/12/1991,1991,DEZ,12
6521,21/01/1993,1993,JAN,1
10171,19/10/2012,2012,OUT,10
14832,17/11/1997,1997,NOV,11
14586,28/08/1989,1989,AGO,8
6526,27/10/2003,2003,OUT,10
5070,01/07/1997,1997,JUL,7
11834,05/11/2003,2003,NOV,11
6530,14/10/2009,2009,OUT,10
8907,23/04/2010,2010,ABR,4
6534,02/10/1986,1986,OUT,10
8916,20/03/2006,2006,MAR,3
4424,27/11/1997,1997,NOV,11
6539,16/08/1996,1996,AGO,8
6541,06/06/2006,2006,JUN,6
8932,09/09/2010,2010,SET,9
6545,21/10/1994,1994,OUT,10
8784,21/05/1999,1999,MAI,5
6548,19/03/2001,2001,MAR,3
11815,27/07/1972,1972,JUL,7
4417,01/11/1996,1996,NOV,11
6552,20/12/2000,2000,DEZ,12
3199,22/08/1966,1966,AGO,8
12985,08/04/1996,1996,ABR,4
6556,11/12/2009,2009,DEZ,12
6558,17/02/2010,2010,FEV,2
14966,31/03/2005,2005,MAR,3
6561,10/02/2009,2009,FEV,2
6563,30/11/1993,1993,NOV,11
6565,08/06/2004,2004,JUN,6
4581,09/11/2011,2011,NOV,11
6568,05/12/1973,1973,DEZ,12
6570,12/07/2005,2005,JUL,7
6572,10/03/1992,1992,MAR,3
14433,16/06/1981,1981,JUN,6
2635,21/05/1987,1987,MAI,5
8952,10/03/1989,1989,MAR,3
6576,21/09/2007,2007,SET,9
509,01/12/1992,1992,DEZ,12
6580,04/05/2006,2006,MAI,5
4996,03/08/2010,2010,AGO,8
6583,19/10/1994,1994,OUT,10
6585,14/12/2005,2005,DEZ,12
8968,18/03/1967,1967,MAR,3
6589,01/09/2012,2012,SET,9
6591,31/01/1977,1977,JAN,1
6593,12/03/1999,1999,MAR,3
6595,19/08/1966,1966,AGO,8
5271,06/03/1995,1995,MAR,3
1405,16/01/2001,2001,JAN,1
6599,11/07/1995,1995,JUL,7
6601,23/11/1987,1987,NOV,11
6603,23/06/1992,1992,JUN,6
8983,18/04/1998,1998,ABR,4
6607,11/09/2000,2000,SET,9
6609,30/07/2002,2002,JUL,7
6611,24/10/2002,2002,OUT,10
6613,23/07/1992,1992,JUL,7
6615,07/08/2000,2000,AGO,8
6617,06/07/2007,2007,JUL,7
12988,14/03/2008,2008,MAR,3
6620,14/01/2001,2001,JAN,1
6622,12/12/1983,1983,DEZ,12
5463,30/09/2008,2008,SET,9
6625,26/11/2003,2003,NOV,11
6627,22/10/2001,2001,OUT,10
5045,22/09/1994,1994,SET,9
6630,14/06/1995,1995,JUN,6
2938,08/05/2000,2000,MAI,5
4108,14/07/1993,1993,JUL,7
6634,28/08/2010,2010,AGO,8
6636,23/04/2002,2002,ABR,4
9031,28/08/2008,2008,AGO,8
6639,01/06/1987,1987,JUN,6
6641,19/07/1991,1991,JUL,7
5454,05/11/1991,1991,NOV,11
2193,22/11/2011,2011,NOV,11
11417,23/09/1992,1992,SET,9
6646,01/12/2011,2011,DEZ,12
6648,16/07/1999,1999,JUL,7
9626,05/10/1999,1999,OUT,10
3504,24/09/2004,2004,SET,9
14171,12/11/1985,1985,NOV,11
6653,24/01/2012,2012,JAN,1
1294,10/06/2011,2011,JUN,6
1073,27/09/2012,2012,SET,9
15169,28/10/1980,1980,OUT,10
9019,28/03/2011,2011,MAR,3
6660,24/09/2011,2011,SET,9
2005,16/03/2012,2012,MAR,3
2256,26/03/2012,2012,MAR,3
10879,22/09/1987,1987,SET,9
12017,08/11/2010,2010,NOV,11
13443,21/05/1990,1990,MAI,5
6667,14/01/2009,2009,JAN,1
6669,31/01/2008,2008,JAN,1
6671,18/12/2003,2003,DEZ,12
5844,13/03/2009,2009,MAR,3
6674,29/07/1993,1993,JUL,7
6676,15/05/2010,2010,MAI,5
9045,10/12/1987,1987,DEZ,12
4430,30/09/2010,2010,SET,9
6681,12/06/2002,2002,JUN,6
14617,10/07/1996,1996,JUL,7
14924,25/10/1995,1995,OUT,10
12478,05/09/1995,1995,SET,9
14418,21/09/1993,1993,SET,9
6687,23/03/2001,2001,MAR,3
12288,03/08/1989,1989,AGO,8
6690,01/03/2002,2002,MAR,3
9066,09/06/2010,2010,JUN,6
6694,25/10/1989,1989,OUT,10
9068,02/07/2010,2010,JUL,7
6698,16/04/1997,1997,ABR,4
6700,25/11/2011,2011,NOV,11
9939,06/11/1998,1998,NOV,11
6703,30/04/2004,2004,ABR,4
9079,20/04/1999,1999,ABR,4
6707,08/08/1983,1983,AGO,8
10902,11/12/1972,1972,DEZ,12
12933,09/12/1997,1997,DEZ,12
6711,12/09/2011,2011,SET,9
8977,24/03/2009,2009,MAR,3
6714,08/08/2012,2012,AGO,8
6716,10/12/1992,1992,DEZ,12
6718,26/07/2000,2000,JUL,7
9263,08/05/2007,2007,MAI,5
12711,04/09/2012,2012,SET,9
6722,20/01/2011,2011,JAN,1
3506,26/01/1984,1984,JAN,1
6725,12/08/1996,1996,AGO,8
6727,27/04/1994,1994,ABR,4
4621,04/05/1990,1990,MAI,5
6730,29/08/1986,1986,AGO,8
12631,18/02/1977,1977,FEV,2
6733,17/04/2001,2001,ABR,4
7803,25/01/2005,2005,JAN,1
9104,25/06/2008,2008,JUN,6
6738,13/10/1992,1992,OUT,10
6740,14/03/2006,2006,MAR,3
6742,20/11/1986,1986,NOV,11
4675,03/08/2011,2011,AGO,8
13513,09/05/1995,1995,MAI,5
14614,06/02/1990,1990,FEV,2
12898,13/02/1981,1981,FEV,2
6748,14/11/2001,2001,NOV,11
779,05/10/2001,2001,OUT,10
3719,11/05/2011,2011,MAI,5
5001,17/10/1991,1991,OUT,10
10042,09/10/2001,2001,OUT,10
2801,16/10/2012,2012,OUT,10
1276,18/10/2012,2012,OUT,10
9112,27/05/1983,1983,MAI,5
13889,03/02/1971,1971,FEV,2
14352,28/09/1979,1979,SET,9
6760,07/10/1993,1993,OUT,10
6762,06/10/2011,2011,OUT,10
6764,04/11/1996,1996,NOV,11
2389,17/05/2011,2011,MAI,5
9128,01/02/2005,2005,FEV,2
9132,13/11/1986,1986,NOV,11
1721,05/08/2010,2010,AGO,8
14956,06/02/2004,2004,FEV,2
5527,14/07/2011,2011,JUL,7
5560,24/08/2001,2001,AGO,8
4704,15/08/2011,2011,AGO,8
4919,01/11/2005,2005,NOV,11
14542,23/03/1994,1994,MAR,3
9146,02/03/1994,1994,MAR,3
9148,16/01/2012,2012,JAN,1
13083,07/05/1979,1979,MAI,5
11453,08/03/1984,1984,MAR,3
9162,24/11/2007,2007,NOV,11
6786,02/11/2010,2010,NOV,11
9174,18/12/1980,1980,DEZ,12
9182,27/07/1990,1990,JUL,7
6792,31/07/2006,2006,JUL,7
904,01/03/1994,1994,MAR,3
924,08/05/2006,2006,MAI,5
9195,24/04/1973,1973,ABR,4
9199,09/12/1987,1987,DEZ,12
6798,10/05/2011,2011,MAI,5
4004,30/05/1997,1997,MAI,5
1940,23/10/1995,1995,OUT,10
11387,21/11/2007,2007,NOV,11
6804,07/06/2000,2000,JUN,6
9215,17/10/1986,1986,OUT,10
10908,04/05/1982,1982,MAI,5
2136,30/01/2009,2009,JAN,1
6810,27/07/2005,2005,JUL,7
6812,20/04/2000,2000,ABR,4
4125,11/04/1990,1990,ABR,4
10925,11/07/2002,2002,JUL,7
6816,16/11/2010,2010,NOV,11
6207,03/09/2004,2004,SET,9
6819,17/02/1989,1989,FEV,2
12721,03/12/2008,2008,DEZ,12
6061,17/12/1998,1998,DEZ,12
9226,27/02/1997,1997,FEV,2
13926,19/01/1996,1996,JAN,1
12666,08/02/1995,1995,FEV,2
6827,02/06/2011,2011,JUN,6
890,30/05/2012,2012,MAI,5
6830,15/07/2002,2002,JUL,7
6832,23/07/1993,1993,JUL,7
9235,24/03/2003,2003,MAR,3
11140,23/09/1996,1996,SET,9
9247,23/08/2012,2012,AGO,8
13728,23/11/1995,1995,NOV,11
9258,16/12/1992,1992,DEZ,12
1357,26/10/2011,2011,OUT,10
9466,11/07/1994,1994,JUL,7
8773,28/05/1996,1996,MAI,5
6845,10/04/2007,2007,ABR,4
8801,27/04/2010,2010,ABR,4
7777,26/01/1989,1989,JAN,1
6849,18/12/1991,1991,DEZ,12
9270,08/05/2010,2010,MAI,5
6853,27/03/1985,1985,MAR,3
6855,15/10/1986,1986,OUT,10
12939,17/04/2010,2010,ABR,4
6858,29/02/1988,1988,FEV,2
6860,04/08/1989,1989,AGO,8
13362,05/01/1978,1978,JAN,1
9288,05/08/1999,1999,AGO,8
6865,06/07/1990,1990,JUL,7
8837,21/02/2003,2003,FEV,2
6868,20/11/1997,1997,NOV,11
6870,25/09/2001,2001,SET,9
9296,05/03/1998,1998,MAR,3
13867,05/09/2005,2005,SET,9
14415,18/06/2004,2004,JUN,6
9000,03/02/2003,2003,FEV,2
13020,10/12/2011,2011,DEZ,12
3421,19/06/1997,1997,JUN,6
6879,03/06/2005,2005,JUN,6
13506,23/08/1994,1994,AGO,8
9303,20/08/1996,1996,AGO,8
10033,31/05/2007,2007,MAI,5
11365,23/02/2001,2001,FEV,2
6886,23/09/2002,2002,SET,9
6888,06/09/2002,2002,SET,9
6890,15/09/2003,2003,SET,9
6892,25/09/2012,2012,SET,9
14871,02/12/1988,1988,DEZ,12
2220,24/09/2010,2010,SET,9
6896,03/07/1979,1979,JUL,7
1355,27/10/2011,2011,OUT,10
12382,24/06/1983,1983,JUN,6
14208,18/03/1998,1998,MAR,3
633,11/10/2011,2011,OUT,10
9314,19/01/1989,1989,JAN,1
6904,28/04/2003,2003,ABR,4
13237,29/03/1993,1993,MAR,3
9316,16/04/2003,2003,ABR,4
6909,16/01/2011,2011,JAN,1
9323,08/11/1991,1991,NOV,11
576,30/03/2011,2011,MAR,3
6914,18/11/1996,1996,NOV,11
6916,23/08/1991,1991,AGO,8
6918,19/06/2007,2007,JUN,6
2574,03/02/2011,2011,FEV,2
6921,05/02/1976,1976,FEV,2
17,11/01/2008,2008,JAN,1
9343,14/01/2003,2003,JAN,1
10559,05/11/2008,2008,NOV,11
6927,28/01/2000,2000,JAN,1
6929,26/12/2002,2002,DEZ,12
6931,01/06/2007,2007,JUN,6
10279,28/04/1992,1992,ABR,4
10281,15/04/1999,1999,ABR,4
1678,04/06/2007,2007,JUN,6
6936,10/01/1997,1997,JAN,1
8751,16/04/2009,2009,ABR,4
6939,31/10/1991,1991,OUT,10
9358,30/10/1985,1985,OUT,10
6943,02/03/2007,2007,MAR,3
5758,07/11/2007,2007,NOV,11
4118,14/11/2006,2006,NOV,11
5956,02/05/2012,2012,MAI,5
5086,17/06/2009,2009,JUN,6
6949,03/08/1988,1988,AGO,8
9365,24/02/1986,1986,FEV,2
2100,03/11/1997,1997,NOV,11
6954,02/05/1994,1994,MAI,5
6956,03/04/1995,1995,ABR,4
6958,19/09/2001,2001,SET,9
5703,21/03/2001,2001,MAR,3
6961,19/04/2002,2002,ABR,4
