pk_cnae,nu_ordem,cd_ramo_atividade,cnae_dig2,de_ramo_atividade,ramo_atividade,divisao
17810,0,4789099,47,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17811,0,7319003,73,MARKETING DIRETO,SERVIÇOS DE EDUCAÇÃO,PUBLICIDADE E PESQUISA DE MERCADO
17811,1,9512600,95,REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO,SERVIÇOS DE EDUCAÇÃO,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS
17812,0,3101200,31,FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA,DIVERSOS,FABRICAÇÃO DE MÓVEIS
17812,1,4399103,43,OBRAS DE ALVENARIA,INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
17813,0,4712100,47,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17813,1,4713002,47,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17813,2,4729699,47,"LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17814,0,5612100,56,SERVICOS AMBULANTES DE ALIMENTACAO,SERVIÇOS ADMINISTRATIVOS,ALIMENTAÇÃO
17815,0,4321500,43,COMERCIO VAREJISTA DE BEBIDAS,INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
17815,1,4712100,47,COMERCIO VAREJISTA DE LATICINIOS E FRIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17815,2,4721103,47,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17815,3,4723700,47,INSTALACAO E MANUTENCAO ELETRICA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17816,0,8592901,85,ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE,SERVIÇOS DE EDUCAÇÃO,EDUCAÇÃO
17816,1,8592903,85,ENSINO DE DANCA,SERVIÇOS DE EDUCAÇÃO,EDUCAÇÃO
17816,2,8592999,85,ENSINO DE MUSICA,SERVIÇOS DE EDUCAÇÃO,EDUCAÇÃO
17816,3,8599699,85,OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DE EDUCAÇÃO,EDUCAÇÃO
17816,4,8800600,88,SERVICOS DE ASSISTENCIA SOCIAL SEM ALOJAMENTO,SERVIÇOS DIVERSOS,SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO
17817,0,4721102,47,PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17818,0,8112500,81,CONDOMINIOS PREDIAIS,SERVIÇOS PROFISSIONAIS E TÉCNICOS,SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS
17819,0,4789099,47,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17820,0,8112500,81,CONDOMINIOS PREDIAIS,SERVIÇOS PROFISSIONAIS E TÉCNICOS,SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS
17821,0,4789099,47,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17822,0,4321500,43,"INSTALACAO DE PORTAS, JANELAS, TETOS, DIVISORIAS E ARMARIOS EMBUTIDOS DE QUALQUER MATERIAL",INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
17822,1,4322301,43,INSTALACAO E MANUTENCAO ELETRICA,INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
17822,2,4330402,43,"INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS",INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
17822,3,4399199,43,SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
17823,0,9430800,94,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
17823,1,9493600,94,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
17823,2,9499500,94,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
17824,0,8411600,84,ADMINISTRACAO PUBLICA EM GERAL,SERVIÇOS DIVERSOS,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
17824,1,8423000,84,JUSTICA,SERVIÇOS DIVERSOS,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
17825,0,4781400,47,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17826,0,4781400,47,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17827,0,4681805,46,COMERCIO ATACADISTA DE LUBRIFICANTES,ATACADO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
17827,1,4687702,46,"COMERCIO ATACADISTA DE RESIDUOS E SUCATAS NAOMETALICOS, EXCETO DE PAPEL E PAPELAO",ATACADO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
17827,2,4930203,49,TRANSPORTE RODOVIARIO DE PRODUTOS PERIGOSOS,TRANSPORTE,TRANSPORTE TERRESTRE
17828,0,7020400,70,ADMINISTRACAO DE CAIXAS ESCOLARES,SERVIÇOS DE EDUCAÇÃO,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL
17828,1,8550301,85,"ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES",SERVIÇOS DE EDUCAÇÃO,EDUCAÇÃO
17828,2,8550302,85,"ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA",SERVIÇOS DE EDUCAÇÃO,EDUCAÇÃO
17829,0,2222600,22,FABRICACAO DE EMBALAGENS DE MATERIAL PLASTICO,SIDERÚRGICA-METALURGIA,FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO
17830,0,4541205,45,COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS,VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
17830,1,4543900,45,MANUTENCAO E REPARACAO DE MOTOCICLETAS E MOTONETAS,VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
17831,0,6550200,65,PLANOS DE SAUDE,BENS DE CONSUMO,"SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE"
17832,0,4789002,47,COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17833,0,8599603,85,TREINAMENTO EM INFORMATICA,SERVIÇOS DE EDUCAÇÃO,EDUCAÇÃO
17834,0,4781400,47,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17834,1,4782201,47,COMERCIO VAREJISTA DE CALCADOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17835,0,8299799,82,OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS PROFISSIONAIS E TÉCNICOS,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS"
17836,0,4761003,47,COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17836,1,4763601,47,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17836,2,4772500,47,COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17836,3,4781400,47,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17836,4,4789001,47,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17837,0,9602501,96,"CABELEIREIROS, MANICURE E PEDICURE",SERVIÇOS DIVERSOS,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
17838,0,4744005,47,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17839,0,9602501,96,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA,SERVIÇOS DIVERSOS,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
17839,1,9602502,96,"CABELEIREIROS, MANICURE E PEDICURE",SERVIÇOS DIVERSOS,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
17840,0,5211702,52,CONSULTORIA EM TECNOLOGIA DA INFORMACAO,VAREJO,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
17840,1,6202300,62,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS,INDÚSTRIA DIGITAL,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO
17840,2,6204000,62,GUARDAMOVEIS,INDÚSTRIA DIGITAL,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO
17840,3,6311900,63,OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE,MINERAÇÃO,ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO
17840,4,8299799,82,"TRATAMENTO DE DADOS, PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET",SERVIÇOS PROFISSIONAIS E TÉCNICOS,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS"
17841,0,5611201,56,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS,SERVIÇOS ADMINISTRATIVOS,ALIMENTAÇÃO
17841,1,5611202,56,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",SERVIÇOS ADMINISTRATIVOS,ALIMENTAÇÃO
17841,2,5611203,56,RESTAURANTES E SIMILARES,SERVIÇOS ADMINISTRATIVOS,ALIMENTAÇÃO
17842,0,4711301,47,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  HIPERMERCADOS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17843,0,4789005,47,COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17844,0,4789004,47,COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17844,1,9609208,96,HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMESTICOS,SERVIÇOS DIVERSOS,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
17845,0,4772500,47,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17845,1,4781400,47,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17846,0,4755501,47,COMERCIO VAREJISTA DE TECIDOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17847,0,4642701,46,"COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA",ATACADO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
17848,0,7420004,74,FILMAGEM DE FESTAS E EVENTOS,SERVIÇOS DE EDUCAÇÃO,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
17848,1,8230001,82,"SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS",SERVIÇOS PROFISSIONAIS E TÉCNICOS,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS"
17848,2,8599604,85,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,SERVIÇOS DE EDUCAÇÃO,EDUCAÇÃO
17849,0,5911199,59,ATIVIDADES DE EXIBICAO CINEMATOGRAFICA,TÊXTEIS,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA"
17849,1,5912099,59,"ATIVIDADES DE POSPRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE",TÊXTEIS,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA"
17849,2,5913800,59,"ATIVIDADES DE PRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE",TÊXTEIS,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA"
17849,3,5914600,59,"DISTRIBUICAO CINEMATOGRAFICA, DE VIDEO E DE PROGRAMAS DE TELEVISAO",TÊXTEIS,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA"
17849,4,7420004,74,FILMAGEM DE FESTAS E EVENTOS,SERVIÇOS DE EDUCAÇÃO,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
17850,0,4520001,45,"SERVICOS DE LAVAGEM, LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES",VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
17850,1,4520005,45,SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES,VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
17851,0,5611201,56,RESTAURANTES E SIMILARES,SERVIÇOS ADMINISTRATIVOS,ALIMENTAÇÃO
17852,0,0113000,01,CULTIVO DE CANADEACUCAR,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
17853,0,0151202,01,CRIACAO DE BOVINOS PARA LEITE,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
17854,0,5611203,56,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",SERVIÇOS ADMINISTRATIVOS,ALIMENTAÇÃO
17855,0,4399199,43,"ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES",INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
17855,1,8129000,81,ATIVIDADES DE CONDICIONAMENTO FISICO,SERVIÇOS PROFISSIONAIS E TÉCNICOS,SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS
17855,2,8220200,82,ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS PROFISSIONAIS E TÉCNICOS,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS"
17855,3,8550302,85,ATIVIDADES DE TELEATENDIMENTO,SERVIÇOS DE EDUCAÇÃO,EDUCAÇÃO
17855,4,9313100,93,SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,SERVIÇOS DIVERSOS,ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER
17856,0,4617600,46,"COMERCIO ATACADISTA DE SEMENTES, FLORES, PLANTAS E GRAMAS",ATACADO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
17856,1,4623106,46,COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP,ATACADO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
17856,2,4711302,47,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17856,3,4784900,47,"REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17857,0,4744005,47,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17858,0,4930201,49,CARGA E DESCARGA,TRANSPORTE,TRANSPORTE TERRESTRE
17858,1,4930202,49,TRANSPORTE MARITIMO DE CABOTAGEM  CARGA,TRANSPORTE,TRANSPORTE TERRESTRE
17858,2,5011401,50,TRANSPORTE MARITIMO DE LONGO CURSO  CARGA,VAREJO,TRANSPORTE AQUAVIÁRIO
17858,3,5012201,50,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",VAREJO,TRANSPORTE AQUAVIÁRIO
17858,4,5212500,52,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL",VAREJO,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
17859,0,4781400,47,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17860,0,6201501,62,CONSULTORIA EM TECNOLOGIA DA INFORMACAO,INDÚSTRIA DIGITAL,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO
17860,1,6204000,62,DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA,INDÚSTRIA DIGITAL,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO
17861,0,8512100,85,EDUCACAO INFANTIL  PREESCOLA,SERVIÇOS DE EDUCAÇÃO,EDUCAÇÃO
17861,1,8513900,85,ENSINO FUNDAMENTAL,SERVIÇOS DE EDUCAÇÃO,EDUCAÇÃO
17862,0,4774100,47,COMERCIO VAREJISTA DE ARTIGOS DE OPTICA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17863,0,5911101,59,ESTUDIOS CINEMATOGRAFICOS,TÊXTEIS,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA"
17864,0,4755502,47,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17864,1,4782202,47,COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17864,2,4789001,47,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17865,0,4120400,41,CONSTRUCAO DE EDIFICIOS,INDÚSTRIA DA CONSTRUÇÃO,CONSTRUÇÃO DE EDIFÍCIOS
17865,1,4299501,42,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,INDÚSTRIA DIGITAL,OBRAS DE INFRA-ESTRUTURA
17866,0,9329804,93,EXPLORACAO DE JOGOS ELETRONICOS RECREATIVOS,SERVIÇOS DIVERSOS,ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER
17866,1,9511800,95,REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS,SERVIÇOS DE EDUCAÇÃO,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS
17867,0,5611201,56,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",SERVIÇOS ADMINISTRATIVOS,ALIMENTAÇÃO
17867,1,5611203,56,RESTAURANTES E SIMILARES,SERVIÇOS ADMINISTRATIVOS,ALIMENTAÇÃO
17868,0,9602501,96,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA,SERVIÇOS DIVERSOS,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
17868,1,9602502,96,"CABELEIREIROS, MANICURE E PEDICURE",SERVIÇOS DIVERSOS,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
17869,0,4120400,41,COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS,INDÚSTRIA DA CONSTRUÇÃO,CONSTRUÇÃO DE EDIFÍCIOS
17869,1,4744002,47,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17869,2,4744099,47,CONSTRUCAO DE EDIFICIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17870,0,4930202,49,ATIVIDADES DE AGENCIAMENTO MARITIMO,TRANSPORTE,TRANSPORTE TERRESTRE
17870,1,5232000,52,COMISSARIA DE DESPACHOS,VAREJO,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
17870,2,5250801,52,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",VAREJO,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
17871,0,4623109,46,COMERCIO ATACADISTA DE ALIMENTOS PARA ANIMAIS,ATACADO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
17871,1,4623199,46,COMERCIO ATACADISTA DE MATERIASPRIMAS AGRICOLAS NAO ESPECIFICADAS ANTERIORMENTE,ATACADO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
17871,2,4930202,49,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",TRANSPORTE,TRANSPORTE TERRESTRE
17872,0,9312300,93,"CLUBES SOCIAIS, ESPORTIVOS E SIMILARES",SERVIÇOS DIVERSOS,ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER
17873,0,6422100,64,"BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL",BENS DE CAPITAL,ATIVIDADES DE SERVIÇOS FINANCEIROS
17874,0,9601701,96,LAVANDERIAS,SERVIÇOS DIVERSOS,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
17874,1,9601703,96,TOALHEIROS,SERVIÇOS DIVERSOS,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
17875,0,5611201,56,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS,SERVIÇOS ADMINISTRATIVOS,ALIMENTAÇÃO
17875,1,5611202,56,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",SERVIÇOS ADMINISTRATIVOS,ALIMENTAÇÃO
17875,2,5611203,56,RESTAURANTES E SIMILARES,SERVIÇOS ADMINISTRATIVOS,ALIMENTAÇÃO
17876,0,4781400,47,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
17877,0,9511800,95,REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS,SERVIÇOS DE EDUCAÇÃO,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS
