pk_endereco,nm_logradouro,nu_logradouro,nm_bairro,nm_municipio,cd_cep,sg_uf,vl_latitude,vl_longitude
6789,RUA SANTA CLARA,162,CENTRO,SOROCABA,18035251,SP,"-23,5025649","-47,4579252"
6791,SITIO SANTA RITA,SN,CORREGO SERTAO DOS INACIOS,NEVES PAULISTA,15120000,SP,"-20,8423893","-49,6313976"
6793,RUA DO TIJUCO,23,CENTRAL,ITUIUTABA,38307006,MG,"-18,9745738","-49,4600885"
6794,RUA GUACUI,30,ITABAIANA,MUCURICI,29880000,ES,"-17,9410074","-40,5528513"
6795,RUA TEOTONIO VILELA,80,VILA NOVA,IMPERATRIZ,65912090,MA,"-5,5213766","-47,4574934"
6797,RUA QUIRINO BIANCHI,125,J S ANGELINA,AGUDOS,17120000,SP,"-22,4714626","-48,9790314"
6799,FAZENDA PIABANHA,180,ZONA RURAL,MAIQUINIQUE,45770000,BA,"-15,6220555","-40,2648322"
6800,RUA ANTONIO DE CASTRO,SN,CENTRO,AMETISTA DO SUL,98465000,RS,"-27,3692613","-53,1857395"
6801,AVENIDA DOUTOR RAIMUNDO SANTOS,681,AEROPORTO,BOM JESUS,64900000,PI,"-9,0750489","-44,3572658"
6802,RUA ALEM PARAIBA,1016,BONFIM,BELO HORIZONTE,31210120,MG,"-19,9071435","-43,9507349"
6803,RUA MARIA ROMANA CALMON,37,CAMPINAS DE BROTAS,SALVADOR,40275236,BA,"-12,9797587","-38,4793866"
6805,RUA CONSTANTE CASAGRANDE,180,COMERCIARIO,CRICIUMA,88802380,SC,"-28,6843758","-49,3664503"
6807,RUA RIO GRANDE,1032,CENTRO,ESTEIO,93265000,RS,"-29,8493366","-51,1651158"
6808,RUA CAIO PEREIRA,81,ROSARINHO,RECIFE,52041010,PE,"-8,034424","-34,8989459"
6809,RUA CANARIO,390,MOEMA,SAO PAULO,04521001,SP,"-23,5995212","-46,6654606"
6811,RODOVIA RS O,20,ITACOLOMI,GRAVATAI,94100250,RS,"-29,8886107","-50,9989856"
6813,RUA DOUTOR AUGUSTO LEMGRUBER,SN,CENTRO,TRAJANO DE MORAIS,28750000,RJ,"-22,0640027","-42,0601711"
6814,RUA CACHOEIRA DA PRATA,656,GILBERTO MESTRINHO,MANAUS,69087689,AM,"-3,1251677","-60,0380894"
6815,RUA SIMAO DIAS,1,CENTRO,PINHAO,49517000,SE,"-10,5680862","-37,7228448"
6817,PRACA DA MATRIZ POV DE ESPRAIADO,SN,CENTRO,PALMAS DE MONTE ALTO,46460000,BA,"-14,2666907","-43,1666908"
6818,AVENIDA ALMIRANTE BARROSO,668,VILA ALVORADA,SANTA ROSA DE GOIAS,75455000,GO,"-16,0827813","-49,4937137"
6820,AVENIDA OTAVIO MANGABEIRA,961,PITUBA,SALVADOR,41830050,BA,"-13,0079366","-38,4607564"
6821,RUA JOSE DE PINHO,312,VILA CARAGUATA,CUBATAO,11535070,SP,"-23,9352523","-46,4284806"
6822,RUA SAO JOSE,269,GETULIO VARGAS,BAGE,96412680,RS,"-31,322378","-54,0963344"
6824,RUA MARTIN LUTERO,587,SETE DE SETEMBRO,SAPIRANGA,93819040,RS,"-29,6396007","-50,9937565"
6825,RUA CORONEL JOAO DAMASCENO,50,ESTADIO,TIANGUA,62320000,CE,"-3,7300232","-40,9926511"
6826,RUA ATALIBA CARRION,252,RIO BRANCO,SOBRADINHO,96900000,RS,"-29,4091457","-53,0203492"
6828,AVENIDA DOS TRABALHADORES VILA DA JUSTICA,8,CONCEICAO,OSASCO,06145120,SP,"-23,5328814","-46,7920029"
6829,SITIO BOA FE,-,CORREGO FORTE,PEDRANOPOLIS,15630000,SP,"-20,2477513","-50,1098891"
6831,RUA ITAQUAQUECETUBA,30,VILA CLEO,MOGI DAS CRUZES,08737300,SP,"-23,5448929","-46,203252"
6833,RUA PADRE ANTONIO LOCK,500,CENTRO,MANDAGUARI,86975000,PR,"-23,528011","-51,670963"
6835,AVENIDA OLINTO MEIRELES,1596,MILIONARIO,BELO HORIZONTE,30620330,MG,"-19,9853551","-44,0093197"
6836,RODOVIA TO 70,-,ZONA RURAL,SANDOLANDIA,77478000,TO,"-12,5384116","-49,9246609"
6838,RUA LUDGERO CAETANO VIEIRA,1177,NOSSA SENHORA DA PAZ,PENHA,88385000,SC,"-26,7716153","-48,6496656"
6839,TRAVESSA CARLOS XAVIER,312,MADUREIRA,RIO DE JANEIRO,21310010,RJ,"-22,875835","-43,3463129"
6841,RUA CARACOL,245,ITAQUI,ITAPEVI,06696020,SP,"-23,5166061","-46,9414766"
6842,AVENIDA ANANIN,SN,CENTRO,ANANINDEUA,67030002,PA,"-1,3652234","-48,3884135"
6843,RUA ALIPIO DE GOES,196,COCAIA,ILHABELA,11630000,SP,"-23,8151875","-45,3571702"
6844,RUA TREZE DE MAIO,162,CENTRO,AMARAJI,55515000,PE,"-8,3745902","-35,4508339"
6846,SITIO NOSSA SENHORA APARECIDA,SN,ENGENHEIRO VERAS,MIRANTE DO PARANAPANEMA,19260000,SP,"-22,294824","-51,9078245"
6847,RUA CONEGO OLIMPIO TORRES,46,CAMPINA DO BARRETO,RECIFE,52121050,PE,"-8,0174819","-34,8832555"
6848,RUA HENRIQUE BUTZKE,SN,JARAGUA 99,JARAGUA DO SUL,89251970,SC,"-26,5004707","-49,1440884"
6850,RUA GATURAMO,1521,JARDIM PRIMAVERA,ARAPONGAS,86702001,PR,"-23,393191","-51,4079451"
6852,RUA PREFEITO JOSE CARLOS LACERDA,1256,JARDIM VINTE E CINCO DE AGOSTO,DUQUE DE CAXIAS,25071120,RJ,"-22,7908194","-43,3079355"
6854,AVENIDA CASTELO BRANCO,6130,VILA NOEMIA,PRAIA GRANDE,11708400,SP,"-24,0240636","-46,4587536"
6856,AVENIDA BRAZ OLAIA ACOSTA,727,JARDIM CALIFORNIA,RIBEIRAO PRETO,14026040,SP,"-21,2117148","-47,8179762"
6857,RUA FRANCISCO DELLE,120,CENTRO,PINHAO,85170000,PR,"-25,7073473","-51,6334075"
6859,AVENIDA ANTONIO JOAQUIM DE MOURA ANDRADE,1430,CENTRO,NOVA ANDRADINA,79750000,MS,"-22,2497298","-53,3498177"
6861,AVENIDA NELSON LYRIO,1800,CENTRO,RIBAS DO RIO PARDO,79180000,MS,"-20,4449913","-53,759311"
6862,AVENIDA SELMA PARADA,201,JARDIM MADALENA,CAMPINAS,13091904,SP,"-22,8654559","-47,0215867"
6864,RUA TENENTE VASCONCELOS,381,CENTRO,PASSOS,37900074,MG,"-20,7149718","-46,6093548"
6866,RUA VOLUNTARIOS DA PATRIA,97,SEDE,SENHOR DO BONFIM,48970000,BA,"-10,4576296","-40,1933582"
6867,CORREGO TANCREDO,SN,ZONA RURAL,SAO ROQUE DO CANAA,29665000,ES,"-19,7386805","-40,6594438"
6869,ESTRADA MUNPIEDADE AO BAIRRO DAS FURNAS,97,BAIRRO DAS FURNAS,PIEDADE,18170000,SP,"-23,7144314","-47,4260259"
6871,RUA FREDERICO MUNDSTOCK,215,BAIXADA,SOBRADINHO,96900000,RS,"-29,4089778","-53,0341775"
6873,RUA DOUTOR PETRONIO ROMERO DE SOUZA,479,CAJURU,CURITIBA,82970020,PR,"-25,4744924","-49,2083769"
6874,PRACA CARLOS BOTELHO,189,CENTRO,ITANHAEM,11740000,SP,"-24,182915","-46,789025"
6875,RUA ALFREDO JAEGER,323,OLARIAS,LAJEADO,95910210,RS,"-29,4360939","-51,9927881"
6876,RUA SAO JOAO,126,CENTRO,MADRE DE DEUS,42600000,BA,"-12,7430631","-38,6174761"
6877,RUA ILICINIA,186,BOM PASTOR,DIVINOPOLIS,35500186,MG,"-20,120527","-44,8838741"
6878,RUA BENEDITO JENKINS,742,AGUAS CLARAS,SALVADOR,41310270,BA,"-12,8989213","-38,4342385"
6880,RUA FREI ESTANISLAU SCHAETTE,956,AGUA VERDE,BLUMENAU,89037002,SC,"-26,9118291","-49,1018907"
6881,RODOVIA LITORANEA CE,25,PORTO DAS DUNAS,AQUIRAZ,61700000,CE,"-3,9025356","-38,3885317"
6883,RUA NORONHA TORREZAO,407,SANTA ROSA,NITEROI,24240181,RJ,"-22,8910999","-43,0984276"
6884,RUA 112,51,CENTRO,ITAPEMA,88220000,SC,"-27,0910909","-48,6153566"
6885,RUA SANTA LUZIA,SN,RIACHINHO,BARRAS,64100000,PI,"-4,2494812","-42,2946475"
6887,ESTRADA PR,SN,ZONA RURAL,SANTA CRUZ DE MONTE CASTELO,87920000,PR,"-22,9562113","-53,2941964"
6889,RODOVIA PRESIDENTE COSTA E SILVA,770,DOS MUNICIPIOS,CACADOR,89500000,SC,"-26,7730895","-51,0348206"
6891,RODOVIA BR 153,-,INTERIOR,CONCORDIA,89700000,SC,"-27,2383419","-51,9541789"
6893,AVENIDA RODRIGUES ALVES,758,TIROL,NATAL,59020200,RN,"-5,7921809","-35,200394"
6894,AVENIDA BEIRA MAR,SN,LAGOA DO SIRI,MARATAIZES,29345000,ES,"-21,0114151","-40,8088738"
6895,RUA RUI BARBOSA,377,CENTRO,AMERICANA,13465280,SP,"-22,7408407","-47,3319742"
6897,RUA ALEXANDRE DA MOTTA,1116,CENTRO,CARAZINHO,99500974,RS,"-28,2894517","-52,7875409"
6898,AVENIDA CAMPOS SALES,762,TIROL,NATAL,59020300,RN,"-5,7905206","-35,2010537"
6899,RUA LAUDELINA LOUREIRO DE MELO,708,VILA APARECIDA,ITAPEVA,18401000,SP,"-23,9735246","-48,8700348"
6900,RUA HEITOR MACHADO DE CAMPOS,72,VILA ELIZA FUMAGALLI,LIMEIRA,13485262,SP,"-22,5433588","-47,3848229"
6901,RUA BARAO DO RIO BRANCO,70,CENTRO,FARTURA,18870000,SP,"-23,387871","-49,5111652"
6903,AVENIDA LUCIDIO FLORENCIO RIBEIRO,907,CENTRO,TUNAS DO PARANA,83480970,PR,"-24,9776936","-49,0836805"
6905,AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA,1631,ZONA 2,MARINGA,87010440,PR,"-23,4376469","-51,9386297"
6906,LOCALIDADE ROMEOPOLIS CX POSTAL,8,ROMEOPOLIS,IVAIPORA,86870000,PR,"-24,2444396","-51,6741201"
6908,RUA FRANCISCO GOBBI,576,CENTRO,CORONEL BICACO,98580000,RS,"-27,7163147","-53,7060219"
6910,RUA BARAO DE LORETO,615,CONDOMINIO MARACANA,SANTO ANDRE,09131180,SP,"-23,6961465","-46,4943712"
6912,RUA JOAO PAULO I,SN,PRESIDENTE VARGAS,ERECHIM,99713156,RS,"-27,6464759","-52,2973902"
6913,RUA BENEDITO JOSE DOS REIS,34,VILA SANTA LUCIA,LIMEIRA,13486065,SP,"-22,5680643","-47,3923459"
6915,ESTRADA DO CAMPO LIMPO,6477,J NADIR,SAO PAULO,05777000,SP,"-23,6124735","-46,7547825"
6917,RUA EUCLIDES DA CUNHA,126,CENTRO,RIBEIRAO PIRES,09400220,SP,"-23,7123396","-46,4132472"
6919,AVENIDA OCEANICA,649,CENTRO,NOVA VICOSA,45920970,BA,"-17,8995259","-39,3716146"
6920,RUA 8,32,PARQUE SANTA FE,LUZIANIA,72834150,GO,"-16,2584923","-47,9224738"
6922,RUA SERGIPE,427,CENTRO,LONDRINA,86010360,PR,"-23,3098342","-51,1570493"
6923,AVENIDA DAS AMERICAS,500,BARRA DA TIJUCA,RIO DE JANEIRO,22640100,RJ,"-23,0035708","-43,3173069"
6925,RUA JOSE JOAO SARTORIO,53,CENTRO,VARGEM ALTA,29295000,ES,"-20,674002","-41,0098203"
6926,RUA DOUTOR FRANCISCO SALLES,289,CENTRO,LAVRAS,37200973,MG,"-21,2462951","-45,0006295"
6928,AVENIDA ESTADOS UNIDOS,471,PARQUE DAS NACOES,SANTO ANDRE,09210300,SP,"-23,6359932","-46,5297442"
6930,AVENIDA SAO PAULO,722,CENTRO,ESTRELA D OESTE,15650000,SP,"-20,2886493","-50,3961192"
6932,RUA MADRE DE DEUS,646,MOOCA,SAO PAULO,03119000,SP,"-23,56235","-46,5966139"
6933,RUA ALBERTO SANTOS,655,CENTRO,SOMBRIO,88960000,SC,"-29,1134163","-49,6308627"
6934,RUA RIO GRANDE DO SUL,111,CENTRO,CURIONOPOLIS,68523970,PA,"-6,0661643","-49,5610581"
6935,RUA JOAQUIM FLORIANO,466,ITAIM BIBI,SAO PAULO,04534002,SP,"-23,5843942","-46,6750807"
6937,AVENIDA TANCREDO NEVES,707,JARDIM PAULISTA,PARANAVAI,87704310,PR,"-23,0854539","-52,475942"
6938,RUA PEDRO PETRICEVIC,308,JARDIM REIMBERG,SAO PAULO,04845170,SP,"-23,7495808","-46,6957057"
6940,RUA VISCONDE DE CAIRU,276,OPERARIA VELHA,CRICIUMA,88804320,SC,"-28,6875257","-49,3787632"
6942,AVENIDA MAE LUZIA,1185A,LAGUINHO,MACAPA,68908122,AP,"0,0457328","-51,0607538"
6944,ESTRADA DE RIBAMAR,5,LOTEAMENTO AMARAL DE MATOS,PACO DO LUMIAR,65130000,MA,"-2,5533003","-44,2229914"
6945,AVENIDA BRASIL,630,UNIAO,PARANATINGA,78870000,MT,"-14,4239132","-54,0549632"
6946,FAZENDA ARAGUARI,SN,RURAL,DOBRADA,15980000,SP,"-21,5160108","-48,3939305"
6947,RUA ALCEU AMOROSO LIMA,786,CAMINHO DAS ARVORES,SALVADOR,41820770,BA,"-12,981934","-38,4529426"
6948,RUA JOAO MANOEL SILVANO,SN,MORRO GRANDE,SANGAO,88717000,SC,"-28,633142","-49,1326689"
6950,AVENIDA HENRIQUE ZIBETTI,SN,CENTRO,CAMPO BONITO,85450000,PR,"-25,0266317","-52,9917086"
6952,RUA SAO BENTO,365,CENTRO,SAO PAULO,01011100,SP,"-23,5460161","-46,6353461"
6953,AVENIDA DESEMBARGADOR HAMILTON VELASCO,SN,CENTRO,BRITANIA,76280000,GO,"-15,2432008","-51,1606653"
6955,RUA PADRE ALFREDO NESI,68,JUREMA,CAUCAIA,61650280,CE,"-3,7281443","-38,6619214"
6957,AVENIDA VINTE DE SETEMBRO,262,CAMPO VICENTE,NOVA HARTZ,93890000,RS,"-29,5838194","-50,9022491"
6959,RUA DAS ORQUIDEAS,403,CENTRO,EXTREMA,37640000,MG,"-22,8571598","-46,3223977"
6960,RUA VIDAL RAMOS,140,CENTRO,FLORIANOPOLIS,88010320,SC,"-27,595433","-48,5506085"
6962,RUA ZACARIAS DE PAULA XAVIER,408,CENTRO,COLOMBO,83414160,PR,"-25,292941","-49,227071"
6963,AVENIDA ENGENHEIRO JOSE NELSON MACHADO,799,PARQUE IRACEMA,CATANDUVA,15809000,SP,"-21,1440305","-48,9719507"
6964,RUA JERONIMO MARTINS DO NASCIMENTO,756,BOM JESUS,UBERLANDIA,38400630,MG,"-18,9042944","-48,2699802"
6966,RUA MARECHAL FLORIANO,1204,CENTRO,GOVERNADOR VALADARES,35010141,MG,"-18,8594705","-41,9475674"
6968,RUA SANTA CRUZ,415,ALEMAES,PIRACICABA,13419020,SP,"-22,7230326","-47,6421145"
6970,RUA AMANDO SIMOES,573A,CENTRO,IGARACU DO TIETE,17350000,SP,"-22,5107752","-48,5568111"
6972,ESTRADA LINHA TRINTA E UM DE OUTUBRO,SN,INTERIOR,COLINAS,95895000,RS,"-29,3829601","-51,8576227"
6974,RUA GUILHERME DANCKER,138,CENTRO,JARAGUA DO SUL,89251460,SC,"-26,4928893","-49,07749"
6975,VIA AC PROJETO VIDA NOVA,6,VIDA NOVA,LAURO DE FREITAS,42700000,BA,"-12,8820575","-38,3148204"
6976,RUA CARLOS MOLL,148,CASTELO BRANCO,RIO GRANDE,96214180,RS,"-32,0353776","-52,1075802"
6977,RUA JOSE MADRID DE MARTINS,542,SAO RAFAEL,ARACATUBA,16058187,SP,"-21,1665301","-50,4576937"
6978,RUA ALAGOAS,1314,SAVASSI,BELO HORIZONTE,30130913,MG,"-19,9383721","-43,937387"
6980,TRECHO PROFESSOR ANISIO TEIXEIRA,52,CENTRO,CAETITE,46400000,BA,"-14,0687962","-42,4876084"
6982,RUA GERALDO GRIMALDI,210,JARDIM MARIA HELENA,SANTO ANTONIO DE POSSE,13830000,SP,"-22,6085085","-46,9139137"
6984,RUA JOAO BATISTA RODRIGUES,584,CAMPINAS,CANINDE,62700000,CE,"-4,3454935","-39,3057783"
6985,AVENIDA QUARTA,15,CENTRO,MINEIROS,75834970,GO,"-17,5705962","-52,5527978"
6986,RUA CAROLINA LEAL,57,JABURUNA,VILA VELHA,29123220,ES,"-20,3326824","-40,2980882"
6988,AVENIDA MARECHAL FLORIANO,901,CENTRO,BAGE,96400010,RS,"-31,3316003","-54,1041519"
6990,RUA DOUTOR BARROS CRUZ,33,VILA MARIANA,SAO PAULO,04118130,SP,"-23,5944458","-46,6291188"
6992,RUA QUINTINO BOCAIUVA,110,CENTRO,NOVO HAMBURGO,93510270,RS,"-29,6812713","-51,1226154"
6993,TRAVESSA TOMAZINA,27,JARDIM DO NORTE,LONDRINA,86060650,PR,"-23,3044847","-51,1762627"
6995,AVENIDA JOEDIR ASSUNCAO COSTA,-,SETOR INDUSTRIAL,CAMPOS BELOS,73840000,GO,"-13,0354207","-46,7685335"
6997,RUA MARECHAL CANDIDO RONDON,952,CENTRO,SAO JOSE DAS PALMEIRAS,85898000,PR,"-24,8279639","-54,0836105"
6999,AOS,-,OCTOGONAL,BRASILIA,70660900,DF,"-15,7942287","-47,8821658"
7000,RUA PURUS,643,JARDIM DAS PAINEIRAS,DIADEMA,09932240,SP,"-23,6650005","-46,6190213"
7001,RUA JOSE LIBERO,110,PLANALTO PAULISTA,SAO PAULO,04070040,SP,"-23,6254944","-46,6420474"
7002,RUA DOUTOR SALES DE OLIVEIRA,547,VILA INDUSTRIAL,CAMPINAS,13035270,SP,"-22,9115321","-47,0654198"
7004,RUA MANOEL CAMPOS,39,SANTA ETELVINA,SAO PAULO,08471230,SP,"-23,6018932","-46,4007197"
7005,RUA CARDOSO JUNIOR,22,LARANJEIRAS,RIO DE JANEIRO,22245000,RJ,"-22,9381422","-43,1899471"
7006,RUA ENGENHEIRO DE CARVALHO,113A,CENTRO,BAYEUX,58307150,PB,"-7,1272784","-34,9295431"
7008,RUA ALVES GUIMARAES,41,JARDIM AMERICA,SAO PAULO,05410000,SP,"-23,5615261","-46,6744102"
7010,AVENIDA CDE FRANCISCO MATARAZZO,133,CENTRO,SAO CAETANO DO SUL,09520100,SP,"-23,6095154","-46,5706891"
7012,RUA SANTO ANDRE,255,NOVA JABOTICABAL,JABOTICABAL,14887030,SP,"-21,2637465","-48,3130016"
7014,AVENIDA MANOEL RIBAS,100,CENTRO,PITANGA,85200000,PR,"-24,7601048","-51,7619677"
7016,RUA IRINEU VILELA VEIGA,128,CENTRO,GUARAMIRIM,89270000,SC,"-26,474023","-48,9953222"
7017,RUA OLAVO BILAC,88,CRUZ DAS ALMAS,MACEIO,57038179,AL,"-9,6264048","-35,7075097"
7019,RUA PROFESSOR DARCY ARAUJO,299,SAO CRISTOVAO,TERESINA,64051040,PI,"-5,0784092","-42,7757618"
7020,SHCS QUADRA 207 BLOCO C,-,ASA SUL,BRASILIA,70253530,DF,"-15,8321684","-47,9140722"
7022,AVENIDA DOS IMIGRANTES,415,JARDIM ITALIA,VINHEDO,13280000,SP,"-23,036648","-46,9835417"
7024,RUA ANTONIO CONSELHEIRO,315,IMBASSAY,CAMACARI,42805200,BA,"-12,7021776","-38,3167511"
7026,RUA SANTA CLARA,50,COPACABANA,RIO DE JANEIRO,22041011,RJ,"-22,9716886","-43,1868347"
7028,RUA MAGE,155,VENEZA,IPATINGA,35164305,MG,"-19,4700086","-42,5262296"
7029,QUADRA A,4,AREINHA,SAO LUIS,65030010,MA,"-2,5442788","-44,2856993"
7031,RODOVIA PRESIDENTE DUTRA,21044,CERAMICA,NOVA IGUACU,26030003,RJ,"-22,7380527","-43,4805182"
7033,RUA SATURNINO MIRANDA,84,SANTA FELICIDADE,CURITIBA,82030320,PR,"-25,4001902","-49,3340891"
7035,PRACA DOM ADAUTO,SN,CENTRO,JOAO PESSOA,58010670,PB,"-7,1156466","-34,8822203"
7037,RUA JOSE FELICIANO DE CAMPOS,126,CIDADE UNIVERSITARIA,PRESIDENTE PRUDENTE,19050540,SP,"-22,134198","-51,4031181"
7038,RUA DAS JACAS,7,PEREQUE,ILHABELA,11630000,SP,"-23,7790297","-45,3556626"
7039,RUA 1,SN,MORANQUIM,PEDREIRA,13920000,SP,"-22,7523939","-46,9158257"
7041,TREVO WALDEMAR FALCAO FLORESTAL SHOPPING,146,BROTAS,SALVADOR,40285890,BA,"-12,9730401","-38,502304"
7043,AVENIDA CAPITAO FRANCISCO CEZAR,10,VILA PINDORAMA,BARUERI,06415000,SP,"-23,4931757","-46,8806699"
7044,LOCALIDADE ST CORREGO SAO BENTO,SN,ZONA RURAL,SANTA CRUZ DO ESCALVADO,35384000,MG,"-20,2356261","-42,814559"
7046,AVENIDA COMENDADOR TELES,2337,VILAR DOS TELES,SAO JOAO DE MERITI,25500000,RJ,"-22,7755874","-43,3576934"
7048,RUA BARAO DE MAUA,990,VILA VIRGINIA,RIBEIRAO PRETO,14030190,SP,"-21,1827894","-47,8305896"
7050,RUA EPAMINONDAS JACOME,1083,CADEIA VELHA,RIO BRANCO,69918340,AC,"-9,9714979","-67,7923551"
7052,RUA AMANCIO DE MIRANDA,460,EDUCANDOS,MANAUS,69070000,AM,"-3,1395257","-60,0143135"
7053,RUA MARECHAL FLORIANO PEIXOTO,492,CENTRO,RIO GRANDE,96200380,RS,"-32,0309323","-52,0987666"
7054,RUA PEDRO ZORZETTO,917,CENTRO,SARANDI,99560000,RS,"-27,9384479","-52,9274593"
7056,RUA XV DE NOVEMBRO,SN,CENTRO,MARQUINHO,85168000,PR,"-25,0829886","-52,253684"
7058,AVENIDA CHAMPAGNAT,501,CENTRO,VILA VELHA,29100010,ES,"-20,3369212","-40,2868825"
7060,RUA MARIANA B DA CONCEICAO,382,JARDIM ESTER YOLANDA,SAO PAULO,05373000,SP,"-23,5831204","-46,7582361"
7061,AVENIDA FERNAO DIAS PAES LEME,-,CENTRO,VARZEA PAULISTA,13220005,SP,"-23,2128209","-46,8393308"
7063,RUA PADRE JULIO MARIA,1515,PONTA GROSSA,BELEM,66812470,PA,"-1,3068954","-48,48503"
7065,RUA CAIBOATE,268,LOMBA DO PINHEIRO,PORTO ALEGRE,91570510,RS,"-30,1237851","-51,0998581"
7067,RUA TULIPA,531,DAS FLORES,SERRA DO SALITRE,38760000,MG,"-19,1129594","-46,6839675"
7068,RUA AMAZONAS,4160,GARCIA,BLUMENAU,89022002,SC,"-26,9542468","-49,0692577"
7070,RUA JOAQUIM NABUCO,1345,CIDADE JARDIM,SAO JOSE DOS PINHAIS,83040210,PR,"-25,5262001","-49,2015823"
7071,RUA DOUTOR TRAJANO BARROS CAMARGO,1884,CENTRO,LIMEIRA,13480756,SP,"-22,5557831","-47,4096536"
7073,RUA SHOZO SAKAI,689,VILA NOVA CINTRA,MOGI DAS CRUZES,08745100,SP,"-23,5477808","-46,2322366"
7074,RUA TREZE DE MAIO,278,CENTRO,AGUDOS,17120000,SP,"-22,4681543","-48,9884981"
7075,RUA TANCREDO NEVES,SN,NOVO RIACHUELO,PRESIDENTE MEDICI,76916000,RO,"-11,1718397","-61,9031511"
7077,RUA DANTAS BARRETO,158,SAO JOSE,GARANHUNS,55295080,PE,"-8,8890828","-36,4953361"
7079,LOCALIDADE,141,HONORIO FRAGA,COLATINA,29700778,ES,"-19,5262632","-40,6351179"
7081,RUA DA PAZ,1769,CHACARA SANTO ANTONIO ZONA SUL,SAO PAULO,04713002,SP,"-23,6277023","-46,7049684"
7083,TRAVESSA 2 DE FEVEREIRO,29,SAO SEBASTIAO,NOVA CRUZ,59215000,RN,"-6,4769059","-35,4308535"
7084,AVENIDA CENTRAL,85,SETOR URIAS MAGALHAES,GOIANIA,74565450,GO,"-16,6499153","-49,3208358"
7085,TRAVESSA INDEPENDENCIA,10,CENTRO,APICUM ACU,65275000,MA,"-1,5319911","-45,0810881"
7086,RUA PEDRO CICILIO OCCIUZZI,37,PARQUE PANAMERICANO,SAO PAULO,02992200,SP,"-23,4488157","-46,7277046"
7088,RUA B,1,GUARATIBA,RIO DE JANEIRO,23026060,RJ,"-22,9861199","-43,6237358"
7090,CONDOMINIO JARDIM EUROPA II AREA ESPECIAL,2,SOBRADINHO,BRASILIA,73100000,DF,"-15,7942287","-47,8821658"
7091,AVENIDA PARANA,5463,ZONA III,UMUARAMA,87502000,PR,"-23,7584722","-53,2978031"
7093,RUA ASSEMBLEIA DE DEUS,39,JARDIM SAO FRANCISCO,CUBATAO,11500040,SP,"-23,8825678","-46,4191121"
7095,RUA JOSE AUGUSTO ROYER,133,CENTRO,MACIEIRA,89518000,SC,"-26,8564972","-51,3763427"
7096,RUA FRANCISCO FURTADO,-,NOVO BURITIZAL,MACAPA,68904275,AP,"0,0241899","-51,0894158"
7098,AVENIDA DOUTOR CAMPOS SALES,251,CENTRO,CAMPINAS,13010080,SP,"-22,9068258","-47,0660953"
7099,ALAMEDA POLIVALENTE,2635,JARDIM UIRAPURU,ALTAMIRA,68372090,PA,"-3,2109405","-52,2176525"
7100,AVENIDA AVELINO PARANHO,52,VILA TALARICO,SAO PAULO,03533010,SP,"-23,5492148","-46,5082623"
7101,AVENIDA BERNARDO VIEIRA DE MELO,3448,PIEDADE,JABOATAO DOS GUARARAPES,54400000,PE,"-8,1829877","-34,9186822"
7102,RUA IMPERIAL SERRANO,4,PILAR,ILHA DE ITAMARACA,53900000,PE,"-7,7480776","-34,8306327"
7103,RUA DOS TAMARINEIROS,614,TRIZIDELA,CAXIAS,65608230,MA,"-4,863594","-43,3732474"
7105,PRACA ANTONIO CARLOS,100,CENTRO,MACHADO,37750000,MG,"-21,67622","-45,9223593"
7107,RUA VENEZUELA,2295,JARDIM DAS SERINGUEIRAS,JI PARANA,76913424,RO,"-10,9100505","-61,9169293"
7109,RUA GONCALO IBANHEZ,835,VILA STAFF,BIRIGUI,16200285,SP,"-21,2915055","-50,3436312"
7111,RUA BABACU,310,JARDIM PLANALTO,MOGI DAS CRUZES,08760020,SP,"-23,5579435","-46,2192041"
7112,RUA JOSE CAVALLI,39,SANTO ANTONIO,LOUVEIRA,13290000,SP,"-23,0882378","-46,9781374"
7113,RUA AIDA,80,VILA INDEPENDENCIA,SAO PAULO,04224000,SP,"-23,5985193","-46,5956337"
7114,RUA GUAPORE,270,LUZ,SAO PAULO,01109030,SP,"-23,5233737","-46,6276593"
7116,RUA SETE DE SETEMBRO,1036,CENTRO,PONTA GROSSA,84010350,PR,"-25,0930111","-50,1585335"
7117,AVENIDA JOSE BARCELOS,745,BETHANIA,IPATINGA,35164069,MG,"-19,4438104","-42,5471458"
7118,RODOVIA BR 116,240,PICADA,ELDORADO DO SUL,92990970,RS,"-30,0882647","-51,6245426"
7119,RUA MAXIMILIANO BARCELINO,100,VILA INGLESA,CAMPOS DO JORDAO,12460000,SP,"-22,7428673","-45,5963557"
7120,RUA MANOEL JOAQUIM PINTO,SN,CENTRO,SAO JOAQUIM,88600000,SC,"-28,292455","-49,9375873"
7121,FAZENDA VELHA,SN,FAZENDA VELHA,CAMPOS NOVOS PAULISTA,19960000,SP,"-22,6122703","-49,9976442"
7123,SITIO RECANTO COLORADO,SN,GRAMADO,BROTAS,17380000,SP,"-22,279958","-48,1255698"
7124,RUA EDSON FRANCISCO,90,SAO ROQUE,AMARGOSA,45300000,BA,"-13,0297318","-39,60207"
7126,RUA SILVESTRE CALEGIONI,82,FRANCISCO CASTILHO,CRAVINHOS,14140000,SP,"-21,3319036","-47,7545813"
