pk_endereco,nm_logradouro,nu_logradouro,nm_bairro,nm_municipio,cd_cep,sg_uf,vl_latitude,vl_longitude
2012,RUA DEPUTADO CARLOS LUZ,34,CENTRO,TRES CORACOES,37410000,MG,"-21,694702","-45,2575106"
2014,RUA BARROS CASSAL,225,IPIRANGA,SOLEDADE,99300000,RS,"-28,8383461","-52,514933"
2016,RUA VASCO DA GAMA,102,BOM FIM,PORTO ALEGRE,90420110,RS,"-30,0316631","-51,2112292"
2018,AVENIDA BRIGADEIRO JOSE VICENTE FARIA LIMA,172,SAO BENEDITO DA CACHOEIRINHA,ITUVERAVA,14500000,SP,"-20,3356698","-47,8000354"
2020,RUA ANTONIO DE BARROS,2841,VILA CARRO,SAO PAULO,03401001,SP,"-23,5551933","-46,5539453"
2022,RUA PARAIBA,330,FUNCIONARIOS,BELO HORIZONTE,30130142,MG,"-19,9290564","-43,931904"
2024,RUA SAO JOAO CLIMACO,577,SAO JOAO CLIMACO,SAO PAULO,04255000,SP,"-23,6236609","-46,592315"
2026,RUA JOSE PEIXOTO,38,CENTENARIO,CAMPINA GRANDE,58428105,PB,"-7,226148","-35,9028498"
2028,AVENIDA ALVARO DA CUNHA BARROS,441,CENTRO,MIGUELOPOLIS,14530000,SP,"-20,1832998","-48,0252868"
2030,RUA DA TORRE,514,CENTRO,CANAA DOS CARAJAS,68537000,PA,"-6,4973713","-49,8784355"
2032,RUA PARAIBA,503,ESTADOS,FAZENDA RIO GRANDE,83830145,PR,"-25,6679054","-49,320065"
2034,RUA SANSAO ALVES DOS SANTOS,102,BROOKLIN NOVO,SAO PAULO,04571921,SP,"-23,6061855","-46,6949431"
2036,RUA MARECHAL FLORIANO PEIXOTO,240,POIARES,CARAGUATATUBA,11673000,SP,"-23,6394905","-45,4334879"
2038,RUA ARNO ZIMMERMANN,206,LIBERDADE,TROMBUDO CENTRAL,89176000,SC,"-27,3179399","-49,8003306"
2040,RUA 1520,6,CENTRO,BALNEARIO CAMBORIU,88330532,SC,"-26,9899451","-48,6348465"
2042,RUA NADIME ACKEL,SN,VILA NHOCUNE,SAO PAULO,03563070,SP,"-23,5448985","-46,4896411"
2044,CONJUNTO MADRE ESPIRITO SANTO,37,COHAB,PENEDO,57200000,AL,"-20,3843661","-40,311107"
2046,AVENIDA TANCREDO NEVES,1682,BARBADO,CUIABA,78065828,MT,"-15,6272173","-56,0778473"
2048,FAZENDA PARAISO,SN,ZONA RURAL,SANTA VITORIA,38320000,MG,"-18,8473444","-50,1238329"
2049,RODOVIA CE 354,-,BOUQUEIRAO,BARREIRA,62795000,CE,"-4,2883582","-38,6413348"
2051,AVENIDA AUGUSTO DE LIMA,1263,BARRO PRETO,BELO HORIZONTE,30190002,MG,"-19,9223842","-43,948387"
2053,AVENIDA ANGELICA,2220,CONSOLACAO,SAO PAULO,01228200,SP,"-23,5516314","-46,6609436"
2055,TRAVESSA DOCA SERENO,64,CENTRO,PRESIDENTE DUTRA,65760000,MA,"-5,2850183","-44,4916032"
2057,RUA CAROLINA GUEDES,323,PARQUE MARIA DOMITILA,SAO PAULO,05133160,SP,"-23,4918622","-46,7436372"
2058,RUA DO RADIALISTA,1083,PLANALTO,UBERLANDIA,38413159,MG,"-18,9389499","-48,3164897"
2060,RUA LEONARDO MONTE ALVES,286,URBANO BARROSO,ITAPIPOCA,62500000,CE,"-3,499706","-39,5839241"
2062,RUA ALAMEDA VILA VERDE,186,CENTRO,PONTA PORA,79900000,MS,"-22,5291967","-55,7267132"
2063,PRACA MACARIO BARRETO,187,TOMBA,FEIRA DE SANTANA,44090288,BA,"-12,2597272","-38,9646608"
2064,RUA JOSE TAVARES DE ALMEIDA,794,PERPETUO SOCORRO,MACAPA,68905741,AP,"0,049154","-51,0442487"
2066,RUA PEDRO DE TOLEDO,696,CENTRO,ITAJOBI,15840000,SP,"-21,3100366","-49,0603437"
2068,AVENIDA SANTO ANTONIO,426,BELA VISTA,OSASCO,06086065,SP,"-23,5348479","-46,7868601"
2070,RUA CAMELIAS,65,NOVA SUISSA,BELO HORIZONTE,31910485,MG,"-19,9326453","-43,9739278"
2072,DISTRITO MINA SARACA,SN,PORTO TROMBETAS,ORIXIMINA,68275000,PA,"-1,7618311","-55,8638155"
2074,RUA FERNANDO AMARO,802,ALTO DA RUA XV,CURITIBA,80045080,PR,"-25,4286484","-49,2505112"
2076,SITIO CARIATA,SN,ZONA RURAL,ITABAIANA,58360000,PB,"-7,3296633","-35,3330235"
2078,-,-,-,-,-,-,"-30,0044701","-51,1266895"
2079,RUA JULIO DE CASTILHOS,1817,CENTRO,JAGUARAO,96300000,RS,"-32,5548464","-53,3866947"
2081,AVENIDA DO COMERCIO,771,CENTRO,SANTO AUGUSTO,98590970,RS,"-27,8541558","-53,7778841"
2083,RUA DOUTOR CARLOS PAULO PFELSTICKER,222,BARRA DO RIO,ITAJAI,88305260,SC,"-26,8919492","-48,6773727"
2085,RUA DOS CARIRIS,9A,SEMINARIO,CRATO,63100000,CE,"-7,2298038","-39,4123365"
2087,RUA DOS PASSOS,120,CENTRO,VICOSA,36570000,MG,"-20,7523061","-42,8816989"
2089,RUA OLIMPIO SIMOES,682,ITAPEBUSSU,GUARAPARI,29210060,ES,"-20,6598452","-40,5063977"
2091,RUA GOITACASES,71,CENTRO,BELO HORIZONTE,30190050,MG,"-19,923344","-43,9378268"
2093,RUA DOS EXPEDICIONARIOS,756,CENTRO,CAPAO BONITO,18300470,SP,"-24,0025268","-48,3472842"
2095,RUA OTAVIO MANGABEIRA,112A,CENTRO,CAMPO FORMOSO,44790000,BA,"-10,5121135","-40,3217892"
2097,COLONIA SALTO DO LEAO,SN,INTERIOR,ERVAL VELHO,89613000,SC,"-27,316882","-51,4779271"
2099,RUA JERONIMO ASSUNCAO,8,JARDIM BELCITO,SAO PAULO,04855030,SP,"-23,7653774","-46,684579"
2101,RUA QUATORZE DE JULHO,169,VILA ERCILIA,SAO JOSE DO RIO PRETO,15013060,SP,"-20,8128746","-49,3728535"
2103,RUA SENADORA MADUREIRA,328,VILA CLEMENTINO,SAO PAULO,04021000,SP,"-23,5932368","-46,63923"
2105,RUA TAMOIOS,530,CENTRO,BELO HORIZONTE,30120050,MG,"-19,9196506","-43,9413323"
2107,RUA MERCEDES LOPES,586,VILA SANTANA,SAO PAULO,03614000,SP,"-23,5171418","-46,5314139"
2109,CHACARA MARIA DA GLORIA,SN,LIMOEIRO,FEIRA DE SANTANA,44028502,BA,"-12,2255006","-38,9847739"
2111,RUA CENTRO COMERCIAL,182,CENTRO,TEIXEIRA DE FREITAS,45995000,BA,"-17,5400307","-39,7421813"
2113,AVENIDA TAMOIOS,4054,CENTRO,CABIXI,76994970,RO,"-13,4941174","-60,542622"
2115,RUA DO BARU,306,PALOMA II,MONTE ALEGRE DE MINAS,38420000,MG,"-18,8627763","-48,8805533"
2117,AVENIDA BUARQUE DE MACEDO,585,MIGUEL DE CASTRO MOREIRA,RIO GRANDE,96211110,RS,"-32,0461088","-52,1167702"
2119,RUA NOVE,52A,SAO FRANCISCO,SAO LUIS,65076510,MA,"-2,5770396","-44,194565"
2120,RUA RONDONIA,119,JARDIM MARCONDES,JACAREI,12305070,SP,"-23,2738768","-45,9523352"
2122,RUA CONDE DE LINHARES,311,FILOMENA,NOVA VENECIA,29830000,ES,"-18,7155505","-40,3900063"
2124,AVENIDA ORLANDO RODRIGUES DA CUNHA,343,LEBLON,UBERABA,38030100,MG,"-19,7692625","-47,9367151"
2126,RUA FREDERICO MAURER,3390,BOQUEIRAO,CURITIBA,81670020,PR,"-25,498968","-49,241396"
2128,AVENIDA PROGRESSO,249,AREIA BRANCA,LAURO DE FREITAS,42700000,BA,"-12,8376574","-38,3248806"
2130,RUA VISCONDE DE SABOIA,236A,CENTRO,FORTALEZA,60030090,CE,"-3,7273005","-38,5238086"
2132,RUA SEM NOME,-,CENTRO,CIDADE OCIDENTAL,72880000,GO,"-16,0976806","-47,9559767"
2133,RODOVIA BR 365,-,ZONA RURAL,ITUIUTABA,38300970,MG,"-18,9542989","-49,4673707"
2135,AVENIDA BRASIL,3434,ZONA 01,MARINGA,87013000,PR,"-23,4203981","-51,935455"
2137,RUA ANTONIO GULIN,63,JARDIM NOVA REPUBLICA,SAO JOAO DA BOA VISTA,13875240,SP,"-21,9838256","-46,777397"
2139,RUA JOSE ADHEMAR PETRINI,410,PARQUE INDUSTRIAL BANDEIRANTES,SANTA BARBARA D OESTE,13457174,SP,"-22,7762505","-47,3691115"
2141,AVENIDA GENERAL MELLO,1711E,CAMBO VELHO,CUIABA,78015220,MT,"-15,6143049","-56,0824544"
2143,RUA FRANCISCO ALVES,327,VILA DOS REMEDIOS,OSASCO,06296160,SP,"-23,518824","-46,7568606"
2145,RUA ASSIS BRASIL,539D,SANTA MARIA,CHAPECO,89812220,SC,"-27,0891321","-52,6089124"
2146,RUA DRACENA,-,VILA BELA,GOIANIA,74310350,GO,"-16,7083115","-49,3001388"
2148,AVENIDA CUPIUBA,23,DISTRITO INDUSTRIAL,SAO SEBASTIAO DO UATUMA,69135000,AM,"-2,5595103","-57,8735373"
2150,AVENIDA IMPERATRIZ LEOPOLDINA,1237,VILA LEOPOLDINA,SAO PAULO,05305012,SP,"-23,5322129","-46,7297226"
2152,RUA JOSE SIQUEIRA,199A,CENTRO,AUTAZES,69240000,AM,"-3,5803508","-59,1314836"
2153,RUA ARISTIDES MUNIZ,70,BOA VIAGEM,RECIFE,51020150,PE,"-8,1094732","-34,8924045"
2154,AVENIDA T 010,1300,SETOR BUENO,GOIANIA,74223060,GO,"-16,6777153","-49,2676296"
2155,VILA JACOBINA,106,GRACAS,RECIFE,52011181,PE,"-8,0497823","-34,9025667"
2157,RUA AUGUSTO BAILAO,SN,VILA PROGRESSO,ITABERAI,76630000,GO,"-16,0225004","-49,8062861"
2159,AVENIDA DOUTOR HUGO DE MENDONCA,121,COMERCIO,ITAITUBA,68180005,PA,"-4,2770158","-55,9864897"
2161,TRECHO PADRE EUTIQUIO,3023,CREMACAO,BELEM,66045000,PA,"-1,4681908","-48,4806353"
2163,-,-,-,-,-,-,"-20,3253713","-48,310855"
2165,AVENIDA BANDEIRANTES,139,BAIRRO DA PONTE,ITATIBA,13251700,SP,"-22,9812535","-46,8294868"
2167,AVENIDA TIRADENTES,205,JARDIM DAS NACOES,TAUBATE,12030180,SP,"-23,0284235","-45,5666142"
2169,AVENIDA NOVE DE JULHO,1389,VILA DAS ACACIAS,POA,08557100,SP,"-23,5139894","-46,3396051"
2170,AVENIDA DOUTOR FRANCISCO CORREIA,272,CENTRO,SAO LOURENCO DA MATA,54735000,PE,"-8,003523","-35,0214302"
2172,AVENIDA CARLOS DE MEDEIROS,500,CENTRO,BAIXO GUANDU,29730000,ES,"-19,5151557","-41,0127162"
2174,CHACARA MORIMOTO,SN,ALFERES RODRIGUES,AMPARO,13901310,SP,"-22,7080593","-46,7726654"
2175,RUA MARECHAL DEODORO,215C,SANTO ANTONIO,COLATINA,29704170,ES,"-19,5179282","-40,6556316"
2177,AVENIDA JUSCELINO KUBITSCHEK,3803,CENTRO,NOVA BRASILANDIA D OESTE,-,RO,"-11,7262869","-62,3311159"
2179,RUA DO POSTO,140,CENTRO,JATOBA DO PIAUI,64275000,PI,"-4,7706399","-41,8173375"
2181,RUA NEMESIO CALANDRINI,SN,CENTRO,PEDRA BRANCA DO AMAPARI,68945000,AP,"0,7694678","-51,9537462"
2183,RUA CORTE REAL,208,PETROPOLIS,PORTO ALEGRE,91220580,RS,"-30,0423172","-51,1936065"
2184,PRACA DA BANDEIRA,379,CENTRO,LUCIANOPOLIS,17475970,SP,"-22,4307989","-49,522147"
2185,RUA DOS TIMBIRAS,270,SANTA IFIGENIA,SAO PAULO,01208011,SP,"-23,5400496","-46,6388618"
2187,PRACA FRANKLIN ROOSEVELT,210,CONSOLACAO,SAO PAULO,01303020,SP,"-23,5481843","-46,6460446"
2189,RUA GUSTAVO MACIEL,15,CENTRO,BAURU,17015321,SP,"-22,3362297","-49,0669551"
2191,AVENIDA PRESIDENTE LUCENA,2945,CENTRO,PRESIDENTE LUCENA,93945971,RS,"-29,5256301","-51,1802132"
2192,AVENIDA VICENTE DE CARVALHO,767,VICENTE DE CARVALHO,RIO DE JANEIRO,21210000,RJ,"-22,8518477","-43,3120601"
2194,RUA MARIA CARLOS,-,JARDIM CALIFORNIA,FORMOSA,73807675,GO,"-15,5402252","-47,317177"
2196,AVENIDA VASCONCELOS COSTA,2419,DANIEL FONSECA,UBERLANDIA,38400325,MG,"-18,9188702","-48,2985213"
2198,RUA DOUTOR BERNARDINO DE CAMPOS,851,VILA PRADO,SAO CARLOS,13574030,SP,"-22,0288494","-47,8979093"
2200,AVENIDA CARLOS BARBOSA,1501,MEDIANEIRA,PORTO ALEGRE,90880001,RS,"-30,0688169","-51,2131917"
2202,AVENIDA DAS AMERICAS,3500,CENTRO,RIO DE JANEIRO,22640102,RJ,"-22,9994185","-43,3487516"
2204,BARRA DE SERINHAEN,SN,SERINHAEN,ITUBERA,45435000,BA,"-13,7360329","-39,1465637"
2206,PRACA MAIACA,1,JARDIM BRASILIA,SAO PAULO,03584010,SP,"-23,5532735","-46,4929894"
2207,SITIO PAUD OLEO,SN,ZONA RURAL,SANTANA DO CARIRI,63190000,CE,"-7,186097","-39,7375141"
2209,RODOVIA BR 101,1079,TRES COQUEIROS,SAO JOAO DO SUL,88970000,SC,"-29,2254566","-49,8066687"
2211,AVENIDA OTACILIO JOSE DOS SANTOS,SN,REMANESCENTE VI,BARRA DO GARCAS,78600000,MT,"-15,8840977","-52,2680932"
2213,QUADRA 83,SN,JARDIM ABC,CIDADE OCIDENTAL,72883514,GO,"-16,1078206","-47,9265787"
2215,RUA 4,SN,SANTA MARIA,VARZEA GRANDE,78128512,MT,"-15,6327379","-56,120352"
2217,RUA 10 DE MAIO,283,CENTRO,ITAPERUNA,28300000,RJ,"-21,205142","-41,8887174"
2219,RUA PIRATININGA,644,SANTA PAULA,SAO CAETANO DO SUL,09550160,SP,"-23,6200296","-46,5565887"
2221,RUA MONTEIRO DE SOUZA,641,CENTRO,TEFE,69550045,AM,"-3,3480121","-64,7078372"
2223,RUA IOLANDA GUIMARAES,20,PASSAGEM DE MARIANA,MARIANA,35420000,MG,"-20,3950258","-43,4380374"
2225,RUA ADUTORA,504,JARDIM INDEPENDENTE II,ALTAMIRA,68372570,PA,"-3,2245059","-52,2207624"
2227,RUA JOSE CLAUDINO BARBOSA,961,AFONSO PENA,SAO JOSE DOS PINHAIS,83045260,PR,"-25,5115283","-49,1841684"
2229,RUA MINAS GERAIS,1030,SANTA TEREZINHA,PATOS DE MINAS,38700323,MG,"-18,6029879","-46,5246858"
2231,RUA LEONCIO WANDERLEY,548,CENTRO,PATOS,58700120,PB,"-7,029707","-37,2785166"
2233,RUA ARNO GIEHL,486,INDUSTRIAL,DOIS IRMAOS,93950000,RS,"-29,5919308","-51,0800359"
2234,RUA RAPOSO DA FONSECA,1014,CIDADE POPULAR,SAO PAULO,08460520,SP,"-23,5558375","-46,3957171"
2235,TRAVESSA PARANAGUA,106,ANA NERY,SANTA CRUZ DO SUL,96840390,RS,"-29,7367647","-52,4300883"
2237,RUA JOSE DE LIMA,515,SAO CRISTOVAO,TERESINA,64056130,PI,"-5,0778447","-42,7696005"
2238,RUA FIGUEIRA,7941,PITIMBU,NATAL,59067540,RN,"-5,8672376","-35,2299092"
2240,FAZENDA SOBRADO GLEBA C,SN,SOBRADO,SAO MANUEL,18650000,SP,"-22,7324847","-48,5724499"
2241,FAZENDA JABARANDAIA,SN,ZONA RURAL,MOTUCA,14835000,SP,"-21,5107655","-48,1542166"
2243,RUA VINTE DOIS,109,VILA NOVA,CONCEICAO DO ARAGUAIA,68540000,PA,"-1,233333","-50,366667"
2245,SITIO VISTA ALEGRE,SN,CORREGO DO JAU,APARECIDA D OESTE,15735000,SP,"-20,4707873","-50,9080913"
2247,RUA JOSE RIBEIRO PIMENTEL,-,MENINO JESUS,MUNIZ FREIRE,29380000,ES,"-20,4656769","-41,4160225"
2249,ESTRADA MUNICIPAL VERA CRUZ AO BAIRRO BANDEIRANTES,SN,BANDEIRANTES,VERA CRUZ,17560000,SP,"-22,2220229","-49,8197149"
2251,SITIO SANTA LUZIA,SN,ZONA RURAL,PONTAL,14180000,SP,"-21,0272962","-48,0352471"
2253,RUA GENESIO CARVALHO,100,CENTRO,ESPERANTINOPOLIS,65750000,MA,"-4,8758677","-44,8818142"
2255,RUA MARQUES DE HERVAL,31,MATA DO JACINTO,CAMPO GRANDE,79033560,MS,"-20,4306242","-54,5618952"
2257,SITIO PARAISO,SN,COLONIA PINHAL,SAO MIGUEL ARCANJO,18230000,SP,"-23,8786864","-47,9940081"
2259,RUA 5,93,VENANCIOS II,CRATEUS,63700000,CE,"-5,178204","-40,6695522"
2261,QA,4,SETOR LESTE,PLANALTINA,73752104,GO,"-15,453567","-47,6110932"
2263,AVENIDA COMENDADOR JOSE PEREIRA,262,MARACUJA,ESCADA,55500000,PE,"-8,3683859","-35,2354082"
2265,RUA 2,SN,ANDRE CARLONI,SERRA,29168004,ES,"-20,1223327","-40,2009099"
2267,RUA BORGES DE MEDEIROS,2767,CENTRO,DOM PEDRITO,96450970,RS,"-30,9704009","-54,6705486"
2269,AVENIDA BRUNO RUGGIERO FILHO,1610,PARQUE SANTA FELICIA JARDIM,SAO CARLOS,13562420,SP,"-21,9992052","-47,9158471"
2271,RUA BENJAMIN CONSTANT,460,CENTRO,RIO BRILHANTE,79130000,MS,"-21,8071621","-54,54509"
2273,RUA SENADOR PETRONIO PORTELA,25,CENTRO,FRONTEIRAS,64690000,PI,"-7,0909095","-40,6149522"
2274,-,-,-,-,-,-,"-25,4399139","-49,3068021"
2276,RUA JACOB FEDALTO,255,ESTANCIA PINHAIS,PINHAIS,83323100,PR,"-25,4386113","-49,1972179"
2278,RUA ESMERALDA,60,BAU,CUIABA,78008110,MT,"-15,5912844","-56,0830822"
2280,RUA ALZIRA VIANNA CORREA,167,PARQUE DA CIDADANIA,SAO JOSE DO RIO PRETO,15047224,SP,"-20,811761","-49,3762272"
2282,AREA VILA PARAISO,SN,VILA PARAISO,PALOTINA,85950000,PR,"-24,3474741","-53,832562"
2283,AVENIDA SEGISMUNDO PEREIRA,1545,SANTA MONICA,UBERLANDIA,38408170,MG,"-18,9192837","-48,2452009"
2285,RUA PRATA,21,RANCHO ALEGRE,MONTE ALEGRE DE MINAS,38420000,MG,"-18,868686","-48,8762735"
2287,RUA EGITO,164,NOVO MUNDO,PASSOS,37901079,MG,"-20,7221434","-46,6133353"
2289,RUA MENDES CALDEIRA,136,BRAS,SAO PAULO,03007060,SP,"-23,5402574","-46,6255425"
2291,-,-,-,-,-,-,"-26,2500365","-49,3835566"
2293,RUA SEVERINO PEREIRA LINS,1192,NOSSA SRA DA CONCEICAO,SERRA TALHADA,56903270,PE,"-7,9870974","-38,2906114"
2295,RUA MARECHAL FLORIANO,3298,CENTRO,CASCAVEL,85810190,PR,"-24,9534019","-53,4725595"
2297,AVENIDA PRESIDENTE VARGAS,SN,CENTRO,BENEDITINOS,64380000,PI,"-5,4553749","-42,3603766"
2299,RUA DEPUTADO LAURO SODRE LOPES,569,SANTANA,GUARAPUAVA,85070000,PR,"-25,3867318","-51,4489374"
2301,AVENIDA DUQUE DE CAXIAS,1514,PRACA 14 DE JANEIRO,MANAUS,69020141,AM,"-3,1222881","-60,011649"
2303,SITIO PREACAS,SN,ZONA RURAL,QUIXABA,58733000,PB,"-7,0318978","-37,1496108"
2305,AVENIDA 43,980,CENTRO,BARRETOS,14780425,SP,"-20,5536189","-48,570285"
2307,AVENIDA HENRIQUE BIER,2040,CAMPINA,SAO LEOPOLDO,93135000,RS,"-29,7386088","-51,166386"
2309,VILA UTINGA,SN,ZONA RURAL,RIO LARGO,57100993,AL,"-9,4801962","-35,8579881"
2311,RUA JOSE ALEXANDRE BUAIZ,190,ENSEADA DO SUA,VITORIA,29050545,ES,"-20,3113258","-40,2912622"
2313,RUA QUATROCENTOS E SETENTA E SETE NUCLEO IVO FERRONAT,2970,INDUSTRIAL I,BAGE,96413518,RS,"-31,3301424","-54,1004622"
2315,AVENIDA MALFLORIANO PEIXOTO,530,CENTRO,PROPRIA,49900000,SE,"-10,2122281","-36,8371852"
2317,RUA FRANCISCO MIGLIORANZA,2665,JARDIM PALESTINA,FRANCA,14402336,SP,"-20,5371016","-47,358317"
2318,AVENIDA RUI BARBOSA,1288,CENTRO,ASSIS,19814000,SP,"-22,6613578","-50,4079276"
2320,RUA PERNAMBUCO,1640,JOSE BONIFACIO,ERECHIM,99701764,RS,"-27,6335409","-52,2549189"
2322,RUA GRECIA,165,JARDIM VELOSO,OSASCO,06154050,SP,"-23,5607432","-46,8044083"
2324,RUA BEIRA RIO,279,CIDADE NOVA,RIO BRANCO,69900000,AC,"-9,9498959","-67,8359135"
2325,AVENIDA 85,876,SETOR MARISTA,GOIANIA,74465539,GO,"-16,6892698","-49,2611465"
2327,AVENIDA ASSIS BRASIL,1517,PASSO DA AREIA,PORTO ALEGRE,91010004,RS,"-30,0097019","-51,1712523"
2329,RUA CARLOS GARCIA,38,BRAS,SAO PAULO,03007020,SP,"-23,5424395","-46,6276311"
2331,RUA MAESTRO DEMETRIO KIPMAN,140,JACANA,SAO PAULO,02259090,SP,"-23,472142","-46,5809686"
2333,RUA PARANA,3300,CENTRO,CASCAVEL,85801000,PR,"-24,9541528","-53,4626116"
2334,RUA MATO GROSSO,1674,JARDIM NOVA AMERICA,DIVINOPOLIS,35500067,MG,"-20,1511295","-44,8981855"
2335,RUA MAJOR GABRIEL PENHA ANDRADE,55,CENTRO,MINDURI,37447000,MG,"-21,6821988","-44,6095372"
2336,RUA 1O DE MAIO,303,CENTRO,SANTA TEREZINHA DE ITAIPU,85875000,PR,"-25,4348903","-54,4058177"
2338,RUA CARLOS MARIANI,1280,RIO BRANCO,CAXIAS DO SUL,95097640,RS,"-29,178454","-51,1892009"
2339,RUA JOAO XXIII,100,BOM PASTOR,IGREJINHA,95650000,RS,"-29,5677436","-50,8021898"
2341,PRACA SAO JOSE,222,CENTRO,PASSABEM,35810970,MG,"-19,3515645","-43,1386693"
2343,PRACA DUQUE DE CAXIAS,SN,CENTRO,SANTO ANTONIO DE JESUS,44571000,BA,"-12,9711269","-39,2611666"
2345,RUA CELESTINO TIBURTINO,81,BONFIM,NOVA VENECIA,29830000,ES,"-18,7146195","-40,4067828"
2347,RUA SENHOR DOS PASSOS,236,JAGUARIBE,JOAO PESSOA,58015400,PB,"-7,1339315","-34,8746835"
2349,AVENIDA WASHINGTON LUIS,196A,VILA MATIAS,SANTOS,11050200,SP,"-23,9467355","-46,3358222"
2351,RUA DOUTOR CARVALHO DE MENDONCA,310,VILA BELMIRO,SANTOS,11070101,SP,"-23,9527706","-46,3338543"
2353,AVENIDA NEWTON BELO,265,CENTRO,SANTA LUZIA,65390970,MA,"-3,9678471","-45,6629878"
2355,RUA SENADOR POMPEO,309,SERRA,BELO HORIZONTE,30240120,MG,"-19,9361771","-43,9188772"
2357,RUA DOUTOR ANTONIO RODRIGUES DA CUNHA CASTRO JUNIOR,340,DISTRITO INDUSTRIAL II,UBERABA,38064710,MG,"-19,7316633","-47,9137381"
2358,RUA SC 032,SN,BAIRRO SAO CARLOS,GOIANIA,74477062,GO,"-16,6246759","-49,3381152"
2360,RUA BOA MORTE,1075,CENTRO,LIMEIRA,13480182,SP,"-22,5615052","-47,4062762"
2362,AVENIDA RIO DE JANEIRO,667S,JARDIM DAS PALMEIRAS,LUCAS DO RIO VERDE,78455000,MT,"-13,0728554","-55,9043525"
2363,RODOVIA BR 101,SN,CENTRO,GANDU,45450000,BA,"-13,75153","-39,488659"
2365,AVENIDA GOVERNADOR MILTON CAMPOS,1526,CENTRO,GUANHAES,39740970,MG,"-18,7726752","-42,9351625"
2367,RODOVIA BR 354,665,CENTRO,ITAMONTE,37466000,MG,"-22,2819831","-44,8707699"
2369,RUA DOIS,277,AREADINHO,SETE BARRAS,11910000,SP,"-24,3782193","-47,9361726"
2371,RUA ENGENHEIRO RUBENS BLEY,386,DA PENHA,VITORIA,29047170,ES,"-20,2976178","-40,2957768"
2373,RUA NETUNO,54,ASILO,BLUMENAU,89037526,SC,"-26,9075543","-49,1041654"
2375,RUA VIVENDA DAS JAQUEIRAS,26,CENTRO,AMARGOSA,45300000,BA,"-13,0286655","-39,6035306"
2377,ACESSO POVOADO RETIRO,SN,ZONA RURAL,JUNQUEIRO,57270000,AL,"-9,9039603","-36,4666703"
2379,RUA 14 DE JULHO,1355,VILA POPULAR,CACEQUI,97450000,RS,"-29,8769672","-54,8192917"
2381,RUA PROCOPIO FERREIRA,96,HORTO FLORESTAL,CATAGUASES,36773458,MG,"-21,3876834","-42,6987635"
2383,RUA DOUTOR MARIO DE PAIVA,395,VILA NOVA,POCOS DE CALDAS,37701104,MG,"-21,786487","-46,5557449"
2384,RUA ALAOR PINHEIRO MACHADO,275,RESIDENCIAL ANGELO ROSA,IBITINGA,14940000,SP,"-21,7668519","-48,809762"
2385,RUA DO AMANHECER,381,AGUAS COMPRIDAS,OLINDA,53190010,PE,"-7,9861036","-34,8991891"
2386,RUA PAISSANDU,767,CENTRO,JAU,17201330,SP,"-22,2948493","-48,5608036"
2388,SITIO SANTA LUZIA,SN,PROJETO DE ASSENTAMENTO PENDENGO LOTE 4,CASTILHO,16920000,SP,"-20,8718154","-51,4902387"
2390,RUA DOIS,23,CENTRO,ANAPU,68365000,PA,"-3,4706396","-51,2085789"
2391,RUA E,1750,RESIDENCIAL PAIAGUAS,CUIABA,78048248,MT,"-15,6614496","-55,9835244"
2393,RUA ANA NERY,426,PARQUE ANTONIO ELIAS RIBEIRO,CAMACAN,45880000,BA,"-15,42559","-39,4938821"
2395,RUA ANTONIO KAESEMODEL,640,BOEHMERWALD,SAO BENTO DO SUL,89287600,SC,"-26,2370481","-49,3946367"
2397,RUA ROCHA POMBO,1545,CENTRO,CAMPO LARGO,83601350,PR,"-25,4600655","-49,5361582"
2398,RUA PONTE NOVA,131,COLEGIO BATISTA,BELO HORIZONTE,30110071,MG,"-19,9078728","-43,9399345"
2400,RUA BAHIA,62,SAO SEBASTIAO,BARBACENA,36202286,MG,"-21,2126727","-43,773148"
2402,RUA CIRO MONTEIRO,SN,CAMILOPOLIS,SANTO ANDRE,09230290,SP,"-23,6155792","-46,523933"
2404,AVENIDA OLIVEIRA ROMA,151,CENTRO,CHAPADINHA,65500000,MA,"-3,7415256","-43,360096"
2405,TRAVESSA ULISSES GUIMARAES,342,SINCERINO,CORRENTE,64980000,PI,"-10,4417785","-45,164464"
2407,RUA QUINZE DE NOVEMBRO,347,CENTRO,NHANDEARA,15190000,SP,"-20,695301","-50,0415929"
2408,RUA MANOEL ALONSO PORTELA,SN,CENTRO,MUNIZ FREIRE,29380000,ES,"-20,4674234","-41,4147499"
2410,RUA EMANCIPACAO,183,CENTRO,VALE REAL,95778970,RS,"-29,39665","-51,2549386"
2412,RUA JOSE MENINO,21,PARQUE RINCAO,COTIA,06705462,SP,"-23,5986522","-46,8880999"
2413,RUA CIDADE DE BLUMENAU,116,AGUA BRANCA,JEQUIE,45206575,BA,"-13,856238","-40,0612464"
2415,RUA CARLOS WEBER,349,VILA LEOPOLDINA,SAO PAULO,05303000,SP,"-23,5245529","-46,733262"
2416,TRAVESSA SEGUNDA VALENCA,14,VILA MAR,LAURO DE FREITAS,42700000,BA,"-12,8820575","-38,3148204"
2418,RUA FERDINANDO PANATTONI,400,JARDIM PAULICEIA,CAMPINAS,13060090,SP,"-22,9177248","-47,1049179"
